source_id,benchmark_id,source_dataset,source_split,question_en_original,answer_text,answer_mode,primary_reasoning_family,program_signature,program_length,hop_count_estimate,reconstructability_score_v2,domain,target_domain_ru,manual_decision,manual_bucket,russian_reconstruction_idea,notes,needs_translation,needs_rephrase,translation_source_text,translation_target_language,translation_instruction,translation_stage,rephrase_source_language,rephrase_mode
kqapro_train_066912,kqapro_train_066912,kqapro,train,"Which university is in the city with zip codes 9010, 9011, 9012, 9013, 9014, 9016, 9018, 9022, 9023, 9024, 9035, 9076, 9077, 9081, 9082, and 9092?",University of Otago,single,temporal,FindAll -> FilterStr -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,"Which university is in the city with zip codes 9010, 9011, 9012, 9013, 9014, 9016, 9018, 9022, 9023, 9024, 9035, 9076, 9077, 9081, 9082, and 9092?",ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_046784,kqapro_train_046784,kqapro,train,What film was narrated by the person whose audio recording voice was Geoffrey Rush bbc radio4 front row 01 05 2013.flac?,Oscar and Lucinda,single,temporal,FindAll -> FilterStr -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What film was narrated by the person whose audio recording voice was Geoffrey Rush bbc radio4 front row 01 05 2013.flac?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_038298,kqapro_train_038298,kqapro,train,Which college of the University of Oxford is the education place of the human whose date of death is on 1636-04-18?,Magdalen College,single,temporal,FindAll -> FilterDate -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,Which college of the University of Oxford is the education place of the human whose date of death is on 1636-04-18?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_000448,kqapro_train_000448,kqapro,train,What legislative term does the United States Congress follow whose start time is on 2009-01-03?,110th United States Congress,single,temporal,FindAll -> FilterDate -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What legislative term does the United States Congress follow whose start time is on 2009-01-03?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_074231,kqapro_train_074231,kqapro,train,What star is the parent astronomical body of the inner planet whose discovery/invention date is before -1534?,Sun,single,temporal,FindAll -> FilterYear -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What star is the parent astronomical body of the inner planet whose discovery/invention date is before -1534?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_091936,kqapro_train_091936,kqapro,train,What public company is the parent organization of the video game developer whose beginning date is in 1955?,Bandai Namco Holdings,single,temporal,FindAll -> FilterYear -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What public company is the parent organization of the video game developer whose beginning date is in 1955?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_033032,kqapro_train_033032,kqapro,train,What American city shares a border with a New Jersey city established before 1997?,Pleasantville,single,temporal,FindAll -> FilterYear -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What American city shares a border with a New Jersey city established before 1997?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_057967,kqapro_train_057967,kqapro,train,Which individual's workplace is the historic English county under 8900 square kilometres in size?,Stephen Dillane,single,temporal,FindAll -> FilterNum -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,Which individual's workplace is the historic English county under 8900 square kilometres in size?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_072839,kqapro_train_072839,kqapro,train,What is the Hornbostel-Sachs classification for the class of instruments that is the instrument used by Chris Wood (the one whose date of birth is 1969-11-25)?,321.322-71,single,temporal,Find -> FilterDate -> Relate -> FilterConcept -> QueryAttr,5,1,11,,,,,,,True,True,What is the Hornbostel-Sachs classification for the class of instruments that is the instrument used by Chris Wood (the one whose date of birth is 1969-11-25)?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_078977,kqapro_train_078977,kqapro,train,What is the IAB code of the science fiction sharing the same genre as Battlestar Galactica (the one whose date of first performance is 2004-10-18)?,652,single,temporal,Find -> FilterDate -> Relate -> FilterConcept -> QueryAttr,5,1,11,,,,,,,True,True,What is the IAB code of the science fiction sharing the same genre as Battlestar Galactica (the one whose date of first performance is 2004-10-18)?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_044344,kqapro_train_044344,kqapro,train,What is the British Museum person-institution of the person who is the origin of the name Monroe County (the one whose area is 9679 square kilometre) ?,93341,single,temporal,Find -> FilterNum -> Relate -> FilterConcept -> QueryAttr,5,1,11,,,,,,,True,True,What is the British Museum person-institution of the person who is the origin of the name Monroe County (the one whose area is 9679 square kilometre) ?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_020857,kqapro_train_020857,kqapro,train,What is the establishment date of the United States city that is the capital of Middlesex County whose area is 1137 square kilometers?,1651,single,temporal,Find -> FilterNum -> Relate -> FilterConcept -> QueryAttr,5,1,11,,,,,,,True,True,What is the establishment date of the United States city that is the capital of Middlesex County whose area is 1137 square kilometers?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_007953,kqapro_train_007953,kqapro,train,What is the ISO 3166-2 code for the administrative territorial entity that is different from Falkirk (the one whose local dialing code is 01324)?,GB-FAL,single,temporal,Find -> FilterStr -> Relate -> FilterConcept -> QueryAttr,5,1,11,,,,,,,True,True,What is the ISO 3166-2 code for the administrative territorial entity that is different from Falkirk (the one whose local dialing code is 01324)?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_048325,kqapro_train_048325,kqapro,train,Which one has the largest elevation above sea level between the states of Germany that shares border with Saxony-Anhalt (the one whose nominal GDP per capita is 24000 euro)?,Saxony,single,comparison_or_superlative,Find -> FilterNum -> Relate -> FilterConcept -> SelectAmong,5,1,13,,,,,,,True,True,Which one has the largest elevation above sea level between the states of Germany that shares border with Saxony-Anhalt (the one whose nominal GDP per capita is 24000 euro)?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_val_002809,kqapro_val_002809,kqapro,val,Which Ireland county that is an administrative division of Ireland (whose nominal GDP is 21500472054.5495 United States dollars) has the largest area?,County Cork,single,comparison_or_superlative,Find -> FilterNum -> Relate -> FilterConcept -> SelectAmong,5,1,13,,,,,,,True,True,Which Ireland county that is an administrative division of Ireland (whose nominal GDP is 21500472054.5495 United States dollars) has the largest area?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_087585,kqapro_train_087585,kqapro,train,Which has the largest population among the former French regions that share a border with Lorraine (whose Dewey Decimal Classification is 2--4438)?,Alsace,single,comparison_or_superlative,Find -> FilterStr -> Relate -> FilterConcept -> SelectAmong,5,1,13,,,,,,,True,True,Which has the largest population among the former French regions that share a border with Lorraine (whose Dewey Decimal Classification is 2--4438)?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_039318,kqapro_train_039318,kqapro,train,Which among the California counties is an administrative division of California (the one whose inception time is 1850-09-09) with the largest area?,San Bernardino County,single,comparison_or_superlative,Find -> FilterDate -> Relate -> FilterConcept -> SelectAmong,5,1,13,,,,,,,True,True,Which among the California counties is an administrative division of California (the one whose inception time is 1850-09-09) with the largest area?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_040051,kqapro_train_040051,kqapro,train,Which has the largest area among the Indiana counties that share a border with Marion County (which began in 1822)?,Shelby County,single,comparison_or_superlative,Find -> FilterYear -> Relate -> FilterConcept -> SelectAmong,5,1,13,,,,,,,True,True,Which has the largest area among the Indiana counties that share a border with Marion County (which began in 1822)?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_071599,kqapro_train_071599,kqapro,train,Which movie was published in Germany after 1979 and that has 57759 as its exploitation visa number?,Superman III,single,logical_set,FindAll -> FilterYear -> QFilterStr -> FilterConcept -> FindAll -> FilterStr -> FilterConcept -> And -> What,9,1,21,,,,,,,True,True,Which movie was published in Germany after 1979 and that has 57759 as its exploitation visa number?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_056260,kqapro_train_056260,kqapro,train,Which film was published after 2006 in Germany and has the exploitation visa number 118477?,Lebanon,single,logical_set,FindAll -> FilterYear -> QFilterStr -> FilterConcept -> FindAll -> FilterStr -> FilterConcept -> And -> What,9,1,21,,,,,,,True,True,Which film was published after 2006 in Germany and has the exploitation visa number 118477?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_071641,kqapro_train_071641,kqapro,train,Which movie released in the USA on 1994-07-15 was released prior to 2007?,True Lies,single,logical_set,FindAll -> FilterDate -> QFilterStr -> FilterConcept -> FindAll -> FilterYear -> FilterConcept -> And -> What,9,1,21,,,,,,,True,True,Which movie released in the USA on 1994-07-15 was released prior to 2007?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_029626,kqapro_train_029626,kqapro,train,What first-level administrative country subdivision contains the big city whose official name is Graz starting in the year 1918?,Styria,single,qualifier,FindAll -> FilterStr -> FilterConcept -> Relate -> QFilterYear -> FilterConcept -> What,7,1,17,,,,,,,True,True,What first-level administrative country subdivision contains the big city whose official name is Graz starting in the year 1918?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_val_006524,kqapro_val_006524,kqapro,val,Which city is the capital of the province of China it's ISO 3166-2 code is CN-HB inception time of this statement is 2017-11-23?,Wuhan,single,qualifier,FindAll -> FilterStr -> QFilterDate -> FilterConcept -> Relate -> FilterConcept -> What,7,1,17,,,,,,,True,True,Which city is the capital of the province of China it's ISO 3166-2 code is CN-HB inception time of this statement is 2017-11-23?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_019036,kqapro_train_019036,kqapro,train,Which public university is headquartered in the city assigned NUTS code UKE21 on 1999-01-01?,University of York,single,qualifier,FindAll -> FilterStr -> QFilterDate -> FilterConcept -> Relate -> FilterConcept -> What,7,1,17,,,,,,,True,True,Which public university is headquartered in the city assigned NUTS code UKE21 on 1999-01-01?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_078180,kqapro_train_078180,kqapro,train,What United States city is the capital of the county of Massachusetts and has the Dewey Decimal Classification of 2--7446?,Boston,single,temporal,FindAll -> FilterStr -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What United States city is the capital of the county of Massachusetts and has the Dewey Decimal Classification of 2--7446?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_093398,kqapro_train_093398,kqapro,train,Which higher education institution is the education place of the person whose Deutsche Synchronkartei actor-ID is 4417?,DePaul University,single,temporal,FindAll -> FilterStr -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,Which higher education institution is the education place of the person whose Deutsche Synchronkartei actor-ID is 4417?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_007964,kqapro_train_007964,kqapro,train,What public company develops the aircraft-functional class with an item-produced quantity of 1527?,Boeing,single,temporal,FindAll -> FilterNum -> FilterConcept -> Relate -> FilterConcept -> What,6,1,14,,,,,,,True,True,What public company develops the aircraft-functional class with an item-produced quantity of 1527?,ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
kqapro_train_043913,kqapro_train_043913,kqapro,train,"What is the National Heritage List for England number of the college of the University of Oxford where William Baldwin, who was born on January 1, 1563, was educated?",1199140,single,temporal,Find -> FilterDate -> Relate -> FilterConcept -> QueryAttr,5,1,11,,,,,,,True,True,"What is the National Heritage List for England number of the college of the University of Oxford where William Baldwin, who was born on January 1, 1563, was educated?",ru,"Translate the question from English to Russian while preserving entities, numbers, dates, ranges, comparisons, and logical constraints exactly. Do not simplify the logic and do not add new conditions. Preserve the original answer mode.",selected_kqapro_to_ru,ru,humanize_after_translation
