id,domain,complexity,template_id,old_constraints,new_constraints,warnings,query_text_ru
physicists_l1_0167,physicists,L1,,"{""birth_year"": null, ""citizenship_qid"": ""Q142"", ""citizenship_ru"": ""Франция"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Франция"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Франция."
physicists_l1_0169,physicists,L1,,"{""birth_year"": null, ""citizenship_qid"": ""Q183"", ""citizenship_ru"": ""Германия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Германия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Германия."
physicists_l1_0173,physicists,L1,,"{""birth_year"": null, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Япония."
physicists_l2_0165,physicists,L2,,"{""birth_year"": 1946, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1946 году."
physicists_l2_0167,physicists,L2,,"{""birth_year"": 1948, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1948 году."
physicists_l2_0169,physicists,L2,,"{""birth_year"": 1970, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1970 году."
physicists_l2_0171,physicists,L2,,"{""birth_year"": 1960, ""citizenship_qid"": ""Q145"", ""citizenship_ru"": ""Великобритания"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Великобритания"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Великобритания, и родились в 1960 году."
physicists_l2_0173,physicists,L2,,"{""birth_year"": 1986, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1986 году."
physicists_l2_0175,physicists,L2,,"{""birth_year"": 1959, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1959 году."
physicists_l2_0179,physicists,L2,,"{""birth_year"": 1990, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1990 году."
physicists_l2_0181,physicists,L2,,"{""birth_year"": 1958, ""citizenship_qid"": ""Q142"", ""citizenship_ru"": ""Франция"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Франция"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Франция, и родились в 1958 году."
physicists_l2_0183,physicists,L2,,"{""birth_year"": 1948, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1948 году."
physicists_l2_0185,physicists,L2,,"{""birth_year"": 1941, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Япония, и родились в 1941 году."
physicists_l2_0187,physicists,L2,,"{""birth_year"": 1967, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Япония, и родились в 1967 году."
physicists_l3_0179,physicists,L3,,"{""birth_year"": 1943, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1943 году, и мужского пола."
physicists_l3_0181,physicists,L3,,"{""birth_year"": 1965, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1965 году, и мужского пола."
physicists_l3_0183,physicists,L3,,"{""birth_year"": 2000, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581072"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 2000 году, и женского пола."
physicists_l3_0185,physicists,L3,,"{""birth_year"": 1964, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1964 году, и мужского пола."
physicists_l3_0187,physicists,L3,,"{""birth_year"": 2000, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 2000 году, и мужского пола."
physicists_l3_0189,physicists,L3,,"{""birth_year"": 1963, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1963 году, и мужского пола."
physicists_l3_0191,physicists,L3,,"{""birth_year"": 1948, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1948 году, и мужского пола."
physicists_l3_0193,physicists,L3,,"{""birth_year"": 1947, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1947 году, и мужского пола."
physicists_l3_0195,physicists,L3,,"{""birth_year"": 1952, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Япония, и родились в 1952 году, и мужского пола."
physicists_l3_0197,physicists,L3,,"{""birth_year"": 1941, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1941 году, и мужского пола."
physicists_l3_0199,physicists,L3,,"{""birth_year"": 1959, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581072"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1959 году, и женского пола."
physicists_l3_0201,physicists,L3,,"{""birth_year"": 1990, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1990 году, и мужского пола."
physicists_l3_0203,physicists,L3,,"{""birth_year"": 1942, ""citizenship_qid"": ""Q145"", ""citizenship_ru"": ""Великобритания"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Великобритания"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Великобритания, и родились в 1942 году, и мужского пола."
physicists_l3_0205,physicists,L3,,"{""birth_year"": 1941, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Япония, и родились в 1941 году, и мужского пола."
physicists_l3_0207,physicists,L3,,"{""birth_year"": 1972, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 5 известных персон, которые являются физиками, и имеют гражданство: Россия, и родились в 1972 году, и мужского пола."
physicists_l4_0194,physicists,L4,,"{""birth_year"": 1851, ""citizenship_qid"": ""Q145"", ""citizenship_ru"": ""Великобритания"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Великобритания"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Великобритания, и родились в 1851 году, и мужского пола."
physicists_l4_0196,physicists,L4,,"{""birth_year"": 1861, ""citizenship_qid"": ""Q183"", ""citizenship_ru"": ""Германия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Германия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Германия, и родились в 1861 году, и мужского пола."
physicists_l4_0200,physicists,L4,,"{""birth_year"": 1867, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581072"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1867 году, и женского пола."
physicists_l4_0202,physicists,L4,,"{""birth_year"": 1977, ""citizenship_qid"": ""Q142"", ""citizenship_ru"": ""Франция"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Франция"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Франция, и родились в 1977 году, и мужского пола."
physicists_l4_0204,physicists,L4,,"{""birth_year"": 1953, ""citizenship_qid"": ""Q16"", ""citizenship_ru"": ""Канада"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Канада"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Канада, и родились в 1953 году, и мужского пола."
physicists_l4_0206,physicists,L4,,"{""birth_year"": 1897, ""citizenship_qid"": ""Q38"", ""citizenship_ru"": ""Италия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Италия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Италия, и родились в 1897 году, и мужского пола."
physicists_l4_0208,physicists,L4,,"{""birth_year"": 1946, ""citizenship_qid"": ""Q148"", ""citizenship_ru"": ""Китай"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Китай"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Китай, и родились в 1946 году, и мужского пола."
physicists_l4_0210,physicists,L4,,"{""birth_year"": 1871, ""citizenship_qid"": ""Q183"", ""citizenship_ru"": ""Германия"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Германия"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: Германия, и родились в 1871 году, и мужского пола."
physicists_l4_0212,physicists,L4,,"{""birth_year"": 1868, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581072"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1868 году, и женского пола."
physicists_l4_0214,physicists,L4,,"{""birth_year"": 1888, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q169470"", ""occupation_ru"": ""физиками"", ""sex_qid"": ""Q6581072"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""occupation_ru"": ""физиками""}",no_domain_cleaner:physicists,"Назови 12 известных персон, которые являются физиками, и имеют гражданство: США, и родились в 1888 году, и женского пола."
mathematicians_l1_0208,mathematicians,L1,,"{""birth_year"": null, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""kind"": ""person"", ""occupation_ru"": ""математиками""}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: США."
mathematicians_l1_0216,mathematicians,L1,,"{""birth_year"": null, ""citizenship_qid"": ""Q38"", ""citizenship_ru"": ""Италия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Италия"", ""kind"": ""person"", ""occupation_ru"": ""математиками""}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Италия."
mathematicians_l2_0213,mathematicians,L2,,"{""birth_year"": 1972, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1972, ""year_to"": 1972}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1972 году."
mathematicians_l2_0215,mathematicians,L2,,"{""birth_year"": 1979, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1979, ""year_to"": 1979}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1979 году."
mathematicians_l2_0217,mathematicians,L2,,"{""birth_year"": 1945, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1945, ""year_to"": 1945}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1945 году."
mathematicians_l2_0221,mathematicians,L2,,"{""birth_year"": 1957, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1957, ""year_to"": 1957}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: США, и родились в 1957 году."
mathematicians_l2_0223,mathematicians,L2,,"{""birth_year"": 1955, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1955, ""year_to"": 1955}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1955 году."
mathematicians_l2_0225,mathematicians,L2,,"{""birth_year"": 1940, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1940, ""year_to"": 1940}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: США, и родились в 1940 году."
mathematicians_l2_0227,mathematicians,L2,,"{""birth_year"": 1947, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1947, ""year_to"": 1947}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Япония, и родились в 1947 году."
mathematicians_l2_0229,mathematicians,L2,,"{""birth_year"": 1963, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1963, ""year_to"": 1963}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1963 году."
mathematicians_l2_0231,mathematicians,L2,,"{""birth_year"": 1948, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1948, ""year_to"": 1948}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1948 году."
mathematicians_l2_0233,mathematicians,L2,,"{""birth_year"": 1957, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1957, ""year_to"": 1957}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1957 году."
mathematicians_l2_0235,mathematicians,L2,,"{""birth_year"": 1980, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": null, ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1980, ""year_to"": 1980}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1980 году."
mathematicians_l3_0227,mathematicians,L3,,"{""birth_year"": 1941, ""citizenship_qid"": ""Q16"", ""citizenship_ru"": ""Канада"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Канада"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1941, ""year_to"": 1941}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Канада, и родились в 1941 году, и мужского пола."
mathematicians_l3_0229,mathematicians,L3,mathematicians_award_qualifiers,"{""award_qid"": ""Q28835"", ""award_ru"": ""Медаль Филдса"", ""award_year_from"": 1950, ""award_year_to"": 2020, ""citizenship_qid"": null, ""occupation_qid"": ""Q170790"", ""sex_qid"": null, ""source_dataset"": ""wikidata"", ""template_id"": ""mathematicians_award_qualifiers"", ""type"": ""people_award_qual""}","{""award_ru"": ""Медаль Филдса"", ""award_year_from"": 1950, ""award_year_to"": 2020, ""kind"": ""person"", ""year_from"": 1950, ""year_to"": 2020}",,"Назови 5 математиков, которые получали награду «Медаль Филдса» в период 1950–2020."
mathematicians_l3_0231,mathematicians,L3,,"{""birth_year"": 1942, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1942, ""year_to"": 1942}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1942 году, и мужского пола."
mathematicians_l3_0233,mathematicians,L3,,"{""birth_year"": 1953, ""citizenship_qid"": ""Q17"", ""citizenship_ru"": ""Япония"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Япония"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1953, ""year_to"": 1953}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Япония, и родились в 1953 году, и мужского пола."
mathematicians_l3_0235,mathematicians,L3,,"{""birth_year"": 1969, ""citizenship_qid"": ""Q159"", ""citizenship_ru"": ""Россия"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""Россия"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1969, ""year_to"": 1969}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: Россия, и родились в 1969 году, и мужского пола."
mathematicians_l3_0237,mathematicians,L3,,"{""birth_year"": 1955, ""citizenship_qid"": ""Q30"", ""citizenship_ru"": ""США"", ""occupation_qid"": ""Q170790"", ""occupation_ru"": ""математиками"", ""sex_qid"": ""Q6581097"", ""source_dataset"": ""wikidata""}","{""citizenship_ru"": ""США"", ""kind"": ""person"", ""occupation_ru"": ""математиками"", ""year_from"": 1955, ""year_to"": 1955}",,"Назови 5 известных персон, которые являются математиками, и имеют гражданство: США, и родились в 1955 году, и мужского пола."
