benchmark_id,source_dataset,source_split,question_en_original,question_ru,reasoning_family,question_type,answer_mode,gold_answers,gold_qids,num_answers,supporting_facts,num_supporting_facts,context_docs,num_context_docs,evidences,num_evidences,bridge_depth_estimate,shallow_bridge_flag,strength_bucket,raw_answer,raw_type,translation_ready_text,needs_translation,needs_rephrase,reconstructability_score,surface_template,domain_hint,question_family,shallow_bridge_reason,is_shallow_bridge_v2,is_bridge_comparison,is_compositional,is_inference,is_comparison,is_single_answer,is_list_like,has_multi_answers,has_rich_evidence,movie_director_pattern,reconstructability_score_v2,reconstruction_bucket_v2,pattern_count,pattern_score_max,pattern_score_mean,pattern_domains
2wiki_e4fea1f0085811ebbd5bac1f6bf848b6,2wikimultihopqa,test,"Which film has the director born later, Dangerous When Wet or The Third Side Of The River?",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film has the director born later, Dangerous When Wet or The Third Side Of The River?",True,True,5,"which film has <ent>, dangerous when wet or <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_b5ede89608e211ebbda4ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born first, Flight Of The Red Balloon or On Top Of The Whale?",,bridge_comparison,bridge_comparison,single,['On Top Of The Whale'],[],1,[],0,[],0,[],0,3,False,medium,On Top Of The Whale,bridge_comparison,"Which film has the director born first, Flight Of The Red Balloon or On Top Of The Whale?",True,True,5,"which film has <ent>, flight of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_d71a0e3008c111ebbd8bac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born first, Hawk Of The Nile or Women Who Kill?",,bridge_comparison,bridge_comparison,single,['Hawk Of The Nile'],[],1,[],0,[],0,[],0,3,False,medium,Hawk Of The Nile,bridge_comparison,"Which film has the director born first, Hawk Of The Nile or Women Who Kill?",True,True,5,"which film has <ent>, hawk of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_c5ac6460088811ebbd6eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director died first, Jules Of The Strong Heart or Eyes Of The Underworld (1929 Film)?",,bridge_comparison,bridge_comparison,single,['Jules Of The Strong Heart'],[],1,[],0,[],0,[],0,3,False,medium,Jules Of The Strong Heart,bridge_comparison,"Which film has the director died first, Jules Of The Strong Heart or Eyes Of The Underworld (1929 Film)?",True,True,5,"which film has <ent>, jules of <ent> (<year> film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_14f54392089911ebbd77ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born earlier, King Of The Gamblers or The Cat In The Hat (Film)?",,bridge_comparison,bridge_comparison,single,['King Of The Gamblers'],[],1,[],0,[],0,[],0,3,False,medium,King Of The Gamblers,bridge_comparison,"Which film has the director born earlier, King Of The Gamblers or The Cat In The Hat (Film)?",True,True,5,"which film has <ent>, king of <ent> (film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_8f534732088111ebbd6dac1f6bf848b6,2wikimultihopqa,test,"Which film has the director born later, Man In The Dark or Heroes Of The Saddle?",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film has the director born later, Man In The Dark or Heroes Of The Saddle?",True,True,5,"which film has <ent>, man in <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_52f966f108b211ebbd85ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born first, No. 1 Of The Secret Service or Who Am I (2014 Film)?",,bridge_comparison,bridge_comparison,single,['No. 1 Of The Secret Service'],[],1,[],0,[],0,[],0,3,False,medium,No. 1 Of The Secret Service,bridge_comparison,"Which film has the director born first, No. 1 Of The Secret Service or Who Am I (2014 Film)?",True,True,5,"which film has <ent>, no. <num> of <ent> (<year> film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_4d7af230087a11ebbd67ac1f6bf848b6,2wikimultihopqa,test,"Which film has the director born later, Out Of The Clouds or Why Do They Call It Love When They Mean Sex??",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film has the director born later, Out Of The Clouds or Why Do They Call It Love When They Mean Sex??",True,True,5,"which film has <ent>, out of <ent>they mean sex??",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_4b53c3ee08a011ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born first, Rise Of The Planet Of The Apes or Red Sien?",,bridge_comparison,bridge_comparison,single,['Red Sien'],[],1,[],0,[],0,[],0,3,False,medium,Red Sien,bridge_comparison,"Which film has the director born first, Rise Of The Planet Of The Apes or Red Sien?",True,True,5,"which film has <ent>, rise of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_a88e6bfc08c011ebbd8aac1f6bf848b6,2wikimultihopqa,dev,"Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?",,bridge_comparison,bridge_comparison,single,['Seven In The Sun'],[],1,[],0,[],0,[],0,3,False,medium,Seven In The Sun,bridge_comparison,"Which film has the director died later, Seven In The Sun or Daughter Of The Jungle?",True,True,5,"which film has <ent>, seven in <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_a6b74fbb087a11ebbd67ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director died later, Sign Of The Pagan or Spawn Of The North?",,bridge_comparison,bridge_comparison,single,['Sign Of The Pagan'],[],1,[],0,[],0,[],0,3,False,medium,Sign Of The Pagan,bridge_comparison,"Which film has the director died later, Sign Of The Pagan or Spawn Of The North?",True,True,5,"which film has <ent>, sign of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_7a82edae087111ebbd63ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born earlier, That Certain Something or A Shot In The Dark (1964 Film)?",,bridge_comparison,bridge_comparison,single,['That Certain Something'],[],1,[],0,[],0,[],0,3,False,medium,That Certain Something,bridge_comparison,"Which film has the director born earlier, That Certain Something or A Shot In The Dark (1964 Film)?",True,True,5,"which film has <ent>, that certain something or <ent> (<year> film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_f63c0dde084b11ebbd56ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born earlier, Two-Fisted Sheriff or In the Heat of the Night (film)?",,bridge_comparison,bridge_comparison,single,['Two-Fisted Sheriff'],[],1,[],0,[],0,[],0,3,False,medium,Two-Fisted Sheriff,bridge_comparison,"Which film has the director born earlier, Two-Fisted Sheriff or In the Heat of the Night (film)?",True,True,5,"which film has <ent>, two-fisted sheriff or in <ent> (film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_d427a33d08e311ebbda4ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born later, Vellai Roja or Where Were You When the Lights Went Out??",,bridge_comparison,bridge_comparison,single,['Vellai Roja'],[],1,[],0,[],0,[],0,3,False,medium,Vellai Roja,bridge_comparison,"Which film has the director born later, Vellai Roja or Where Were You When the Lights Went Out??",True,True,5,"which film has <ent>, vellai roja or where were you when <ent>??",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_163230e808d111ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film has the producer who is older, When Taekwondo Strikes or Aasai?",,bridge_comparison,bridge_comparison,single,['When Taekwondo Strikes'],[],1,[],0,[],0,[],0,3,False,medium,When Taekwondo Strikes,bridge_comparison,"Which film has the producer who is older, When Taekwondo Strikes or Aasai?",True,True,5,"which film has <ent>, when taekwondo strikes or aasai?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_50ef9eff087d11ebbd6aac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born earlier, Where Are You My Love, That I Cannot Find You? or The Third Day?",,bridge_comparison,bridge_comparison,single,['The Third Day'],[],1,[],0,[],0,[],0,3,False,medium,The Third Day,bridge_comparison,"Which film has the director born earlier, Where Are You My Love, That I Cannot Find You? or The Third Day?",True,True,5,"which film has <ent>, where are you my love, that i cannot find you? or <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_906581ba086a11ebbd5fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born earlier, Where Mountains Float or Night Of The Dead (Film)?",,bridge_comparison,bridge_comparison,single,['Where Mountains Float'],[],1,[],0,[],0,[],0,3,False,medium,Where Mountains Float,bridge_comparison,"Which film has the director born earlier, Where Mountains Float or Night Of The Dead (Film)?",True,True,5,"which film has <ent>, where mountains float or night of <ent> (film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_a7b3993a089011ebbd72ac1f6bf848b6,2wikimultihopqa,dev,"Which film has the director born first, Who Is Without Sin or Lost In The Suburbs?",,bridge_comparison,bridge_comparison,single,['Lost In The Suburbs'],[],1,[],0,[],0,[],0,3,False,medium,Lost In The Suburbs,bridge_comparison,"Which film has the director born first, Who Is Without Sin or Lost In The Suburbs?",True,True,5,"which film has <ent>, who is without sin or lost in <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_996b27f0087a11ebbd67ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director born first, Year Of The Horse or The Curse Of The Hidden Vault?",,bridge_comparison,bridge_comparison,single,['The Curse Of The Hidden Vault'],[],1,[],0,[],0,[],0,3,False,medium,The Curse Of The Hidden Vault,bridge_comparison,"Which film has the director born first, Year Of The Horse or The Curse Of The Hidden Vault?",True,True,5,"which film has <ent>, year of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_beb96662085611ebbd59ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Woman Who Dared (1933 Film) or The Full Treatment?",,bridge_comparison,bridge_comparison,single,['The Full Treatment'],[],1,[],0,[],0,[],0,3,False,medium,The Full Treatment,bridge_comparison,"Which film whose director is younger, The Woman Who Dared (1933 Film) or The Full Treatment?",True,True,5,"which film whose director is younger, <ent> (<year> film) or <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_18d55f2308b911ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Last Of The Duanes (1930 Film) or La Comadrita?",,bridge_comparison,bridge_comparison,single,['La Comadrita'],[],1,[],0,[],0,[],0,3,False,medium,La Comadrita,bridge_comparison,"Which film whose director is younger, The Last Of The Duanes (1930 Film) or La Comadrita?",True,True,5,"which film whose director is younger, <ent> (<year> film) or la comadrita?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_d605040608d911ebbd9cac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Man Who Dared (1946 Film) or Les Abysses?",,bridge_comparison,bridge_comparison,single,['Les Abysses'],[],1,[],0,[],0,[],0,3,False,medium,Les Abysses,bridge_comparison,"Which film whose director is younger, The Man Who Dared (1946 Film) or Les Abysses?",True,True,5,"which film whose director is younger, <ent> (<year> film) or les abysses?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_54c8c2c2088b11ebbd6fac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Best Man (1998 Film) or Lovers Of The Arctic Circle?",,bridge_comparison,bridge_comparison,single,['Lovers Of The Arctic Circle'],[],1,[],0,[],0,[],0,3,False,medium,Lovers Of The Arctic Circle,bridge_comparison,"Which film whose director is younger, The Best Man (1998 Film) or Lovers Of The Arctic Circle?",True,True,5,"which film whose director is younger, <ent> (<year> film) or lovers of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_cb346e8508cc11ebbd93ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, A Shot In The Dark (1964 Film) or Spring Breakers?",,bridge_comparison,bridge_comparison,single,['Spring Breakers'],[],1,[],0,[],0,[],0,3,False,medium,Spring Breakers,bridge_comparison,"Which film whose director is younger, A Shot In The Dark (1964 Film) or Spring Breakers?",True,True,5,"which film whose director is younger, <ent> (<year> film) or spring breakers?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_42a1d7af089b11ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Plunderer (1924 Film) or That Summer!?",,bridge_comparison,bridge_comparison,single,['That Summer!'],[],1,[],0,[],0,[],0,3,False,medium,That Summer!,bridge_comparison,"Which film whose director is younger, The Plunderer (1924 Film) or That Summer!?",True,True,5,"which film whose director is younger, <ent> (<year> film) or that summer!?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_e236b8e608bb11ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Double (1971 Film) or Xxx: State Of The Union?",,bridge_comparison,bridge_comparison,single,['Xxx: State Of The Union'],[],1,[],0,[],0,[],0,3,False,medium,Xxx: State Of The Union,bridge_comparison,"Which film whose director is younger, The Double (1971 Film) or Xxx: State Of The Union?",True,True,5,"which film whose director is younger, <ent> (<year> film) or xxx: state of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_7bcdc443087e11ebbd6bac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Delta Factor (Film) or Curse Of The Crimson Altar?",,bridge_comparison,bridge_comparison,single,['Curse Of The Crimson Altar'],[],1,[],0,[],0,[],0,3,False,medium,Curse Of The Crimson Altar,bridge_comparison,"Which film whose director is younger, The Delta Factor (Film) or Curse Of The Crimson Altar?",True,True,5,"which film whose director is younger, <ent> (film) or curse of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_38b8920c08d511ebbd98ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Case Of Sergeant Grischa (Film) or Terminator 3: Rise Of The Machines?",,bridge_comparison,bridge_comparison,single,['Terminator 3: Rise Of The Machines'],[],1,[],0,[],0,[],0,3,False,medium,Terminator 3: Rise Of The Machines,bridge_comparison,"Which film whose director is younger, The Case Of Sergeant Grischa (Film) or Terminator 3: Rise Of The Machines?",True,True,5,"which film whose director is younger, <ent> (film) or terminator <num>: rise of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_c69a1328088c11ebbd6fac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Secret Of The Blue Room or Cocoanut (Film)?",,bridge_comparison,bridge_comparison,single,['The Secret Of The Blue Room'],[],1,[],0,[],0,[],0,3,False,medium,The Secret Of The Blue Room,bridge_comparison,"Which film whose director is younger, The Secret Of The Blue Room or Cocoanut (Film)?",True,True,5,"which film whose director is younger, <ent> (film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_47994f0208ce11ebbd94ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Flames Of Johannis or The Children Of The Feud?",,bridge_comparison,bridge_comparison,single,['The Flames Of Johannis'],[],1,[],0,[],0,[],0,3,False,medium,The Flames Of Johannis,bridge_comparison,"Which film whose director is younger, The Flames Of Johannis or The Children Of The Feud?",True,True,5,"which film whose director is younger, <ent> feud?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_0c7552a808cf11ebbd94ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Girl In The Red Velvet Swing or Ghosts Of Port Arthur?",,bridge_comparison,bridge_comparison,single,['The Girl In The Red Velvet Swing'],[],1,[],0,[],0,[],0,3,False,medium,The Girl In The Red Velvet Swing,bridge_comparison,"Which film whose director is younger, The Girl In The Red Velvet Swing or Ghosts Of Port Arthur?",True,True,5,"which film whose director is younger, <ent> port arthur?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_1775f3fa087111ebbd63ac1f6bf848b6,2wikimultihopqa,test,"Which film whose director is younger, The Dressmaker Of Luneville or The Man In The Sombrero?",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film whose director is younger, The Dressmaker Of Luneville or The Man In The Sombrero?",True,True,5,"which film whose director is younger, <ent> sombrero?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_f4614eeb08d011ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Flood: Who Will Save Our Children? or Iqaluit (film)?",,bridge_comparison,bridge_comparison,single,['The Flood: Who Will Save Our Children?'],[],1,[],0,[],0,[],0,3,False,medium,The Flood: Who Will Save Our Children?,bridge_comparison,"Which film whose director is younger, The Flood: Who Will Save Our Children? or Iqaluit (film)?",True,True,5,"which film whose director is younger, <ent>: who will save our children? or iqaluit (film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_ccef516e08cf11ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Mysterious Castle In The Carpathians or The Lady (1925 Film)?",,bridge_comparison,bridge_comparison,single,['The Mysterious Castle In The Carpathians'],[],1,[],0,[],0,[],0,3,False,medium,The Mysterious Castle In The Carpathians,bridge_comparison,"Which film whose director is younger, The Mysterious Castle In The Carpathians or The Lady (1925 Film)?",True,True,5,"which film whose director is younger, <ent><ent> (<year> film)?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_e2c76004089211ebbd74ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Mark Of The Day or The Romance Of Book And Sword?",,bridge_comparison,bridge_comparison,single,['The Romance Of Book And Sword'],[],1,[],0,[],0,[],0,3,False,medium,The Romance Of Book And Sword,bridge_comparison,"Which film whose director is younger, The Mark Of The Day or The Romance Of Book And Sword?",True,True,5,"which film whose director is younger, <ent>and sword?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_504fef0e08d111ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Criminal Of The Century or Julot The Apache?",,bridge_comparison,bridge_comparison,single,['The Criminal Of The Century'],[],1,[],0,[],0,[],0,3,False,medium,The Criminal Of The Century,bridge_comparison,"Which film whose director is younger, The Criminal Of The Century or Julot The Apache?",True,True,5,"which film whose director is younger, <ent>apache?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_c3730cf4088711ebbd6eac1f6bf848b6,2wikimultihopqa,dev,"Which film whose director is younger, The Other End Of The Tunnel or Male And Female?",,bridge_comparison,bridge_comparison,single,['The Other End Of The Tunnel'],[],1,[],0,[],0,[],0,3,False,medium,The Other End Of The Tunnel,bridge_comparison,"Which film whose director is younger, The Other End Of The Tunnel or Male And Female?",True,True,5,"which film whose director is younger, <ent>female?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_cf4dd4f0089611ebbd76ac1f6bf848b6,2wikimultihopqa,test,"Which film whose director is younger, The Woman From Monte Carlo or Curse Of The Queerwolf?",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film whose director is younger, The Woman From Monte Carlo or Curse Of The Queerwolf?",True,True,5,"which film whose director is younger, <ent>queerwolf?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_a35ad99a08c011ebbd8aac1f6bf848b6,2wikimultihopqa,dev,"Which film whose director is younger, The Spirit Of The Usa or Sesión Continua?",,bridge_comparison,bridge_comparison,single,['Sesión Continua'],[],1,[],0,[],0,[],0,3,False,medium,Sesión Continua,bridge_comparison,"Which film whose director is younger, The Spirit Of The Usa or Sesión Continua?",True,True,5,"which film whose director is younger, <ent>sesión continua?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_641be3b8085811ebbd5aac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Man Who Lived Twice or Warm Nights On A Slow Moving Train?",,bridge_comparison,bridge_comparison,single,['Warm Nights On A Slow Moving Train'],[],1,[],0,[],0,[],0,3,False,medium,Warm Nights On A Slow Moving Train,bridge_comparison,"Which film whose director is younger, The Man Who Lived Twice or Warm Nights On A Slow Moving Train?",True,True,5,"which film whose director is younger, <ent>slow moving train?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_08c09a9808a511ebbd7dac1f6bf848b6,2wikimultihopqa,test,"Which film whose director is younger, Adiós Amigo or King Of The Corner?",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film whose director is younger, Adiós Amigo or King Of The Corner?",True,True,5,"which film whose director is younger, adiós amigo or king of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_eae82f4c086b11ebbd60ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Adventures of the Yellow Suitcase or Girlfriend, Boyfriend?",,bridge_comparison,bridge_comparison,single,"['Girlfriend, Boyfriend']",[],1,[],0,[],0,[],0,3,False,medium,"Girlfriend, Boyfriend",bridge_comparison,"Which film whose director is younger, Adventures of the Yellow Suitcase or Girlfriend, Boyfriend?",True,True,5,"which film whose director is younger, adventures of <ent>, boyfriend?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_69922faa08b211ebbd85ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, All The Light In The Sky or Blood Creek?",,bridge_comparison,bridge_comparison,single,['All The Light In The Sky'],[],1,[],0,[],0,[],0,3,False,medium,All The Light In The Sky,bridge_comparison,"Which film whose director is younger, All The Light In The Sky or Blood Creek?",True,True,5,"which film whose director is younger, all <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_6bf28b5e085911ebbd5bac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Back In The Seventies or My Past?",,bridge_comparison,bridge_comparison,single,['Back In The Seventies'],[],1,[],0,[],0,[],0,3,False,medium,Back In The Seventies,bridge_comparison,"Which film whose director is younger, Back In The Seventies or My Past?",True,True,5,"which film whose director is younger, back in <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_53e08c33088611ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Better Late Than Never (1979 Film) or The Last Ride Of The Dalton Gang?",,bridge_comparison,bridge_comparison,single,['The Last Ride Of The Dalton Gang'],[],1,[],0,[],0,[],0,3,False,medium,The Last Ride Of The Dalton Gang,bridge_comparison,"Which film whose director is younger, Better Late Than Never (1979 Film) or The Last Ride Of The Dalton Gang?",True,True,5,"which film whose director is younger, better late than never (<year> film) or <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_edced8f6089c11ebbd78ac1f6bf848b6,2wikimultihopqa,dev,"Which film whose director is younger, Bullets For O'Hara or The Belle Of The Season?",,bridge_comparison,bridge_comparison,single,"[""Bullets For O'Hara""]",[],1,[],0,[],0,[],0,3,False,medium,Bullets For O'Hara,bridge_comparison,"Which film whose director is younger, Bullets For O'Hara or The Belle Of The Season?",True,True,5,"which film whose director is younger, bullets for o'hara or <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_d8115658089a11ebbd78ac1f6bf848b6,2wikimultihopqa,dev,"Which film whose director is younger, Call Of The Flesh or Attila Marcel?",,bridge_comparison,bridge_comparison,single,['Attila Marcel'],[],1,[],0,[],0,[],0,3,False,medium,Attila Marcel,bridge_comparison,"Which film whose director is younger, Call Of The Flesh or Attila Marcel?",True,True,5,"which film whose director is younger, call of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_58624f3a085d11ebbd5cac1f6bf848b6,2wikimultihopqa,test,"Which film whose director is younger, Child Of The Danube or The Red Eagle?",,bridge_comparison,bridge_comparison,single,[],[],0,[],0,[],0,[],0,3,False,medium,,bridge_comparison,"Which film whose director is younger, Child Of The Danube or The Red Eagle?",True,True,5,"which film whose director is younger, child of <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_f8804bd208b411ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Clash Of The Titans (1981 Film) or Mission Of Fear?",,bridge_comparison,bridge_comparison,single,['Mission Of Fear'],[],1,[],0,[],0,[],0,3,False,medium,Mission Of Fear,bridge_comparison,"Which film whose director is younger, Clash Of The Titans (1981 Film) or Mission Of Fear?",True,True,5,"which film whose director is younger, clash of <ent> (<year> film) or mission of fear?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_4c3d763b08c111ebbd8bac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Condemned Women or Faces In The Dark?",,bridge_comparison,bridge_comparison,single,['Faces In The Dark'],[],1,[],0,[],0,[],0,3,False,medium,Faces In The Dark,bridge_comparison,"Which film whose director is younger, Condemned Women or Faces In The Dark?",True,True,5,"which film whose director is younger, condemned women or faces in <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
2wiki_558a85aa087311ebbd66ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Cruel Winter Blues or Legend Of The Fist: The Return Of Chen Zhen?",,bridge_comparison,bridge_comparison,single,['Cruel Winter Blues'],[],1,[],0,[],0,[],0,3,False,medium,Cruel Winter Blues,bridge_comparison,"Which film whose director is younger, Cruel Winter Blues or Legend Of The Fist: The Return Of Chen Zhen?",True,True,5,"which film whose director is younger, cruel winter blues or legend of <ent>: <ent>?",movies,wh,,False,True,False,False,False,True,False,False,False,False,-2,drop,1,-2.0,-2.0,['movies']
