benchmark_id,source_dataset,source_split,question_en_original,question_ru,reasoning_family,question_type,answer_mode,gold_answers,gold_qids,num_answers,supporting_facts,num_supporting_facts,context_docs,num_context_docs,evidences,num_evidences,bridge_depth_estimate,shallow_bridge_flag,strength_bucket,raw_answer,raw_type,translation_ready_text,needs_translation,needs_rephrase,reconstructability_score
2wiki_387c5e88086f11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, The Public Woman or Come Out Of The Kitchen?",,bridge_comparison,bridge_comparison,single,['Come Out Of The Kitchen'],[],1,[],0,[],0,[],0,3,False,medium,Come Out Of The Kitchen,bridge_comparison,"Which film has the director who died earlier, The Public Woman or Come Out Of The Kitchen?",True,True,5
2wiki_0f7b7fad088611ebbd6dac1f6bf848b6,2wikimultihopqa,train,Are the directors of films Return of the Bad Men and In the Belly of the Dragon both from the same country?,,bridge_comparison,bridge_comparison,single,['no'],[],1,[],0,[],0,[],0,3,False,medium,no,bridge_comparison,Are the directors of films Return of the Bad Men and In the Belly of the Dragon both from the same country?,True,True,5
2wiki_987b1e52087c11ebbd6aac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Jubilo, Jr. or Where the Pavement Ends?",,bridge_comparison,bridge_comparison,single,"['Jubilo, Jr.']",[],1,[],0,[],0,[],0,3,False,medium,"Jubilo, Jr.",bridge_comparison,"Which film has the director who died later, Jubilo, Jr. or Where the Pavement Ends?",True,True,5
2wiki_c15c872708b211ebbd85ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Inge And The Millions or When In Rome (1952 Film)?",,bridge_comparison,bridge_comparison,single,['Inge And The Millions'],[],1,[],0,[],0,[],0,3,False,medium,Inge And The Millions,bridge_comparison,"Which film has the director who died earlier, Inge And The Millions or When In Rome (1952 Film)?",True,True,5
2wiki_0338e58208ad11ebbd83ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, City Dump: The Story Of The 1951 Ccny Basketball Scandal or The Cure For Love?",,bridge_comparison,bridge_comparison,single,['The Cure For Love'],[],1,[],0,[],0,[],0,3,False,medium,The Cure For Love,bridge_comparison,"Which film whose director was born first, City Dump: The Story Of The 1951 Ccny Basketball Scandal or The Cure For Love?",True,True,5
2wiki_668c42c4088e11ebbd70ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Richard Pryor: Live On The Sunset Strip (Film) or The Children Of The Feud?",,bridge_comparison,bridge_comparison,single,['The Children Of The Feud'],[],1,[],0,[],0,[],0,3,False,medium,The Children Of The Feud,bridge_comparison,"Which film has the director who was born earlier, Richard Pryor: Live On The Sunset Strip (Film) or The Children Of The Feud?",True,True,5
2wiki_c7fd4cb708a111ebbd79ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, When In Rome (2010 Film) or Luffaren Och Rasmus?",,bridge_comparison,bridge_comparison,single,['Luffaren Och Rasmus'],[],1,[],0,[],0,[],0,3,False,medium,Luffaren Och Rasmus,bridge_comparison,"Which film whose director was born first, When In Rome (2010 Film) or Luffaren Och Rasmus?",True,True,5
2wiki_e82dc7e608cd11ebbd93ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Night Of The Sharks or The Welts?",,bridge_comparison,bridge_comparison,single,['Night Of The Sharks'],[],1,[],0,[],0,[],0,3,False,medium,Night Of The Sharks,bridge_comparison,"Which film has the director who is older, Night Of The Sharks or The Welts?",True,True,5
2wiki_2628119d085a11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Who Never Lived or M'Liss (1936 Film)?",,bridge_comparison,bridge_comparison,single,['Who Never Lived'],[],1,[],0,[],0,[],0,3,False,medium,Who Never Lived,bridge_comparison,"Which film has the director who was born later, Who Never Lived or M'Liss (1936 Film)?",True,True,5
2wiki_3bbc1ff2088311ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Ek Se Badhkar Ek (2004 Film) or Out Of The Wreck?",,bridge_comparison,bridge_comparison,single,['Out Of The Wreck'],[],1,[],0,[],0,[],0,3,False,medium,Out Of The Wreck,bridge_comparison,"Which film has the director who is older than the other, Ek Se Badhkar Ek (2004 Film) or Out Of The Wreck?",True,True,5
2wiki_98c046f008a711ebbd7fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, The Passionate Friends (1922 Film) or My Lady Of The Cave?",,bridge_comparison,bridge_comparison,single,['My Lady Of The Cave'],[],1,[],0,[],0,[],0,3,False,medium,My Lady Of The Cave,bridge_comparison,"Which film has the director who died later, The Passionate Friends (1922 Film) or My Lady Of The Cave?",True,True,5
2wiki_7bcdc443087e11ebbd6bac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, The Delta Factor (Film) or Curse Of The Crimson Altar?",,bridge_comparison,bridge_comparison,single,['Curse Of The Crimson Altar'],[],1,[],0,[],0,[],0,3,False,medium,Curse Of The Crimson Altar,bridge_comparison,"Which film whose director is younger, The Delta Factor (Film) or Curse Of The Crimson Altar?",True,True,5
2wiki_f87dc106086811ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Submission (1976 Film) or That Obscure Object Of Desire?",,bridge_comparison,bridge_comparison,single,['That Obscure Object Of Desire'],[],1,[],0,[],0,[],0,3,False,medium,That Obscure Object Of Desire,bridge_comparison,"Which film has the director who died earlier, Submission (1976 Film) or That Obscure Object Of Desire?",True,True,5
2wiki_81528a58088611ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Song Of The Islands or Lolo (Film)?",,bridge_comparison,bridge_comparison,single,['Song Of The Islands'],[],1,[],0,[],0,[],0,3,False,medium,Song Of The Islands,bridge_comparison,"Which film has the director who is older than the other, Song Of The Islands or Lolo (Film)?",True,True,5
2wiki_9aa4ec8208bb11ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Who Takes Love Seriously? or Gunmen from Laredo?",,bridge_comparison,bridge_comparison,single,['Who Takes Love Seriously?'],[],1,[],0,[],0,[],0,3,False,medium,Who Takes Love Seriously?,bridge_comparison,"Which film has the director who died earlier, Who Takes Love Seriously? or Gunmen from Laredo?",True,True,5
2wiki_f37d9d4908a911ebbd80ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Shadow Of The Vampire or Gaddaar (1973 Film)?",,bridge_comparison,bridge_comparison,single,['Shadow Of The Vampire'],[],1,[],0,[],0,[],0,3,False,medium,Shadow Of The Vampire,bridge_comparison,"Which film has the director who was born later, Shadow Of The Vampire or Gaddaar (1973 Film)?",True,True,5
2wiki_678e3cce085a11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, The Angel Of The Night or Against A Crooked Sky?",,bridge_comparison,bridge_comparison,single,['The Angel Of The Night'],[],1,[],0,[],0,[],0,3,False,medium,The Angel Of The Night,bridge_comparison,"Which film has the director who died first, The Angel Of The Night or Against A Crooked Sky?",True,True,5
2wiki_d77c1e0308a511ebbd7dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, The Prey Of The Furies or Up In Daisy'S Penthouse?",,bridge_comparison,bridge_comparison,single,['The Prey Of The Furies'],[],1,[],0,[],0,[],0,3,False,medium,The Prey Of The Furies,bridge_comparison,"Which film has the director who died first, The Prey Of The Furies or Up In Daisy'S Penthouse?",True,True,5
2wiki_e6ec1d6c08b911ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film came out earlier, Tea In The Harem or Chairman Of The Board (Film)?",,comparison,comparison,single,['Tea In The Harem'],[],1,[],0,[],0,[],0,3,False,medium,Tea In The Harem,comparison,"Which film came out earlier, Tea In The Harem or Chairman Of The Board (Film)?",True,True,5
2wiki_7bf8938208ad11ebbd83ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, Day Of The Painter or Persona Non Grata (2005 Film)?",,bridge_comparison,bridge_comparison,single,['Day Of The Painter'],[],1,[],0,[],0,[],0,3,False,medium,Day Of The Painter,bridge_comparison,"Which film has the director who is older, Day Of The Painter or Persona Non Grata (2005 Film)?",True,True,5
2wiki_7a0dbe1608c911ebbd92ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, 1990: The Bronx Warriors or The Dog In The Manger (1996 Film)?",,bridge_comparison,bridge_comparison,single,['1990: The Bronx Warriors'],[],1,[],0,[],0,[],0,3,False,medium,1990: The Bronx Warriors,bridge_comparison,"Which film whose director was born first, 1990: The Bronx Warriors or The Dog In The Manger (1996 Film)?",True,True,5
2wiki_970ad44008bd11ebbd8aac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, The Face in the Fog or The Salvation Hunters?",,bridge_comparison,bridge_comparison,single,['The Salvation Hunters'],[],1,[],0,[],0,[],0,3,False,medium,The Salvation Hunters,bridge_comparison,"Which film whose director was born first, The Face in the Fog or The Salvation Hunters?",True,True,5
2wiki_6a05825e089711ebbd77ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Madness Of The Heart or Journey 2: The Mysterious Island?",,bridge_comparison,bridge_comparison,single,['Madness Of The Heart'],[],1,[],0,[],0,[],0,3,False,medium,Madness Of The Heart,bridge_comparison,"Which film whose director was born first, Madness Of The Heart or Journey 2: The Mysterious Island?",True,True,5
2wiki_5887f9a9086f11ebbd62ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Goal (1936 Film) or Dunked In The Deep?",,bridge_comparison,bridge_comparison,single,['Dunked In The Deep'],[],1,[],0,[],0,[],0,3,False,medium,Dunked In The Deep,bridge_comparison,"Which film has the director who died later, Goal (1936 Film) or Dunked In The Deep?",True,True,5
2wiki_5b67c1ae089b11ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Joseph & Mary or Tabu: A Story Of The South Seas?",,bridge_comparison,bridge_comparison,single,['Tabu: A Story Of The South Seas'],[],1,[],0,[],0,[],0,3,False,medium,Tabu: A Story Of The South Seas,bridge_comparison,"Which film has the director who was born first, Joseph & Mary or Tabu: A Story Of The South Seas?",True,True,5
2wiki_2a39e46708b111ebbd85ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Thirumal Perumai or Eye Of The Tiger (Film)?",,bridge_comparison,bridge_comparison,single,['Thirumal Perumai'],[],1,[],0,[],0,[],0,3,False,medium,Thirumal Perumai,bridge_comparison,"Which film whose director was born first, Thirumal Perumai or Eye Of The Tiger (Film)?",True,True,5
2wiki_9ebc278408db11ebbd9cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, I Will, I Will... For Now or The Girl In The Show?",,bridge_comparison,bridge_comparison,single,['The Girl In The Show'],[],1,[],0,[],0,[],0,3,False,medium,The Girl In The Show,bridge_comparison,"Which film has the director who was born earlier, I Will, I Will... For Now or The Girl In The Show?",True,True,5
2wiki_cdee085b085011ebbd58ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, San Diego, I Love You or Gold In The Street?",,bridge_comparison,bridge_comparison,single,['Gold In The Street'],[],1,[],0,[],0,[],0,3,False,medium,Gold In The Street,bridge_comparison,"Which film has the director who died first, San Diego, I Love You or Gold In The Street?",True,True,5
2wiki_e196a1dc08cd11ebbd93ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Il Fornaretto Di Venezia or Lo And Behold, Reveries Of The Connected World?",,bridge_comparison,bridge_comparison,single,['Il Fornaretto Di Venezia'],[],1,[],0,[],0,[],0,3,False,medium,Il Fornaretto Di Venezia,bridge_comparison,"Which film has the director who is older than the other, Il Fornaretto Di Venezia or Lo And Behold, Reveries Of The Connected World?",True,True,5
2wiki_5f5d9db6086811ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, The Night Of Nights or Salt In The Wound?",,bridge_comparison,bridge_comparison,single,['The Night Of Nights'],[],1,[],0,[],0,[],0,3,False,medium,The Night Of Nights,bridge_comparison,"Which film has the director who is older than the other, The Night Of Nights or Salt In The Wound?",True,True,5
2wiki_0b3c394f08c311ebbd8dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Freckles (1917 Film) or The Triumph Of The Heart?",,bridge_comparison,bridge_comparison,single,['The Triumph Of The Heart'],[],1,[],0,[],0,[],0,3,False,medium,The Triumph Of The Heart,bridge_comparison,"Which film has the director who was born earlier, Freckles (1917 Film) or The Triumph Of The Heart?",True,True,5
2wiki_4cc23830086b11ebbd5fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, The Phantom Of The Opera (1962 Film) or I Was A Spy?",,bridge_comparison,bridge_comparison,single,['I Was A Spy'],[],1,[],0,[],0,[],0,3,False,medium,I Was A Spy,bridge_comparison,"Which film has the director who died earlier, The Phantom Of The Opera (1962 Film) or I Was A Spy?",True,True,5
2wiki_2a80d8f408c411ebbd8eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, If They Tell You I Fell or Rose Of The Rancho (1936 Film)?",,bridge_comparison,bridge_comparison,single,['If They Tell You I Fell'],[],1,[],0,[],0,[],0,3,False,medium,If They Tell You I Fell,bridge_comparison,"Which film has the director who died later, If They Tell You I Fell or Rose Of The Rancho (1936 Film)?",True,True,5
2wiki_b71f90c408c511ebbd8fac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Janaki Ramudu or Wizards of the Lost Kingdom?",,bridge_comparison,bridge_comparison,single,['Janaki Ramudu'],[],1,[],0,[],0,[],0,3,False,medium,Janaki Ramudu,bridge_comparison,"Which film whose director is younger, Janaki Ramudu or Wizards of the Lost Kingdom?",True,True,5
2wiki_de3c011608ce11ebbd94ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Tales Of The Kama Sutra 2: Monsoon or The Ape Man?",,bridge_comparison,bridge_comparison,single,['The Ape Man'],[],1,[],0,[],0,[],0,3,False,medium,The Ape Man,bridge_comparison,"Which film whose director was born first, Tales Of The Kama Sutra 2: Monsoon or The Ape Man?",True,True,5
2wiki_242ce966089711ebbd76ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Battle of the Year (film) or Nikoletina Bursać?",,bridge_comparison,bridge_comparison,single,['Nikoletina Bursać'],[],1,[],0,[],0,[],0,3,False,medium,Nikoletina Bursać,bridge_comparison,"Which film has the director who was born first, Battle of the Year (film) or Nikoletina Bursać?",True,True,5
2wiki_c87d3f4608df11ebbda1ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Laugh Your Blues Away or The House Of The Millions?",,bridge_comparison,bridge_comparison,single,['The House Of The Millions'],[],1,[],0,[],0,[],0,3,False,medium,The House Of The Millions,bridge_comparison,"Which film whose director was born first, Laugh Your Blues Away or The House Of The Millions?",True,True,5
2wiki_618ed2c208d011ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Battle Of The Bulge (1965 Film) or Big Time Or Bust?",,bridge_comparison,bridge_comparison,single,['Big Time Or Bust'],[],1,[],0,[],0,[],0,3,False,medium,Big Time Or Bust,bridge_comparison,"Which film has the director who died earlier, Battle Of The Bulge (1965 Film) or Big Time Or Bust?",True,True,5
2wiki_462ad393086611ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Sweepstake Annie or Last Days Of The Victim?",,bridge_comparison,bridge_comparison,single,['Last Days Of The Victim'],[],1,[],0,[],0,[],0,3,False,medium,Last Days Of The Victim,bridge_comparison,"Which film has the director who was born later, Sweepstake Annie or Last Days Of The Victim?",True,True,5
2wiki_224363e8087211ebbd64ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, The Man Who Watched Trains Go By or Punch Drunks?",,bridge_comparison,bridge_comparison,single,['The Man Who Watched Trains Go By'],[],1,[],0,[],0,[],0,3,False,medium,The Man Who Watched Trains Go By,bridge_comparison,"Which film has the director who was born first, The Man Who Watched Trains Go By or Punch Drunks?",True,True,5
2wiki_2e316158086011ebbd5dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Knight Of Cups (Film) or The Love That Dares?",,bridge_comparison,bridge_comparison,single,['The Love That Dares'],[],1,[],0,[],0,[],0,3,False,medium,The Love That Dares,bridge_comparison,"Which film has the director who was born earlier, Knight Of Cups (Film) or The Love That Dares?",True,True,5
2wiki_1fd0f0c0088711ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, Fun In The Barracks or The Flame (1952 Film)?",,bridge_comparison,bridge_comparison,single,['Fun In The Barracks'],[],1,[],0,[],0,[],0,3,False,medium,Fun In The Barracks,bridge_comparison,"Which film has the director who is older than the other, Fun In The Barracks or The Flame (1952 Film)?",True,True,5
2wiki_fda318ee084911ebbd55ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, All That Really Matters or Los Martes, Orquídeas?",,bridge_comparison,bridge_comparison,single,['All That Really Matters'],[],1,[],0,[],0,[],0,3,False,medium,All That Really Matters,bridge_comparison,"Which film has the director who was born later, All That Really Matters or Los Martes, Orquídeas?",True,True,5
2wiki_868f5fa0088b11ebbd6fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Charitraheen or In the Country Fell a Star?",,bridge_comparison,bridge_comparison,single,['Charitraheen'],[],1,[],0,[],0,[],0,3,False,medium,Charitraheen,bridge_comparison,"Which film has the director who died later, Charitraheen or In the Country Fell a Star?",True,True,5
2wiki_53bbb38508af11ebbd83ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older, La Sfida or Transformers: Dark Of The Moon?",,bridge_comparison,bridge_comparison,single,['La Sfida'],[],1,[],0,[],0,[],0,3,False,medium,La Sfida,bridge_comparison,"Which film has the director who is older, La Sfida or Transformers: Dark Of The Moon?",True,True,5
2wiki_d4a9df0e08ff11ebbdadac1f6bf848b6,2wikimultihopqa,train,Are both Wizards of the Lost Kingdom II and Where in the World Is Osama bin Laden? from the same country?,,comparison,comparison,single,['yes'],[],1,[],0,[],0,[],0,3,False,medium,yes,comparison,Are both Wizards of the Lost Kingdom II and Where in the World Is Osama bin Laden? from the same country?,True,True,5
2wiki_57ce1bbf086511ebbd5eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Attack of the Puppet People or The Longest Summer?",,bridge_comparison,bridge_comparison,single,['The Longest Summer'],[],1,[],0,[],0,[],0,3,False,medium,The Longest Summer,bridge_comparison,"Which film has the director who was born later, Attack of the Puppet People or The Longest Summer?",True,True,5
2wiki_2fb9b95808a111ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, The Love Captive or It'S In The Blood?",,bridge_comparison,bridge_comparison,single,['The Love Captive'],[],1,[],0,[],0,[],0,3,False,medium,The Love Captive,bridge_comparison,"Which film has the director who died earlier, The Love Captive or It'S In The Blood?",True,True,5
2wiki_83f15b30087811ebbd67ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Revenge Of The Stolen Stars or Guns And Roses (2012 Film)?",,bridge_comparison,bridge_comparison,single,['Revenge Of The Stolen Stars'],[],1,[],0,[],0,[],0,3,False,medium,Revenge Of The Stolen Stars,bridge_comparison,"Which film has the director who was born first, Revenge Of The Stolen Stars or Guns And Roses (2012 Film)?",True,True,5
2wiki_1e0404fe087c11ebbd69ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Ragazza Alla Pari or In The Shadows (2010 Film)?",,bridge_comparison,bridge_comparison,single,['Ragazza Alla Pari'],[],1,[],0,[],0,[],0,3,False,medium,Ragazza Alla Pari,bridge_comparison,"Which film whose director was born first, Ragazza Alla Pari or In The Shadows (2010 Film)?",True,True,5
2wiki_ed743c9e08d211ebbd96ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Where'S That Fire? or The Vagabond King (1956 Film)?",,bridge_comparison,bridge_comparison,single,"[""Where'S That Fire?""]",[],1,[],0,[],0,[],0,3,False,medium,Where'S That Fire?,bridge_comparison,"Which film whose director is younger, Where'S That Fire? or The Vagabond King (1956 Film)?",True,True,5
2wiki_07c7724a08c511ebbd8eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, The Testament Of Joe Sivers or Women Who Kill?",,bridge_comparison,bridge_comparison,single,['The Testament Of Joe Sivers'],[],1,[],0,[],0,[],0,3,False,medium,The Testament Of Joe Sivers,bridge_comparison,"Which film has the director who was born first, The Testament Of Joe Sivers or Women Who Kill?",True,True,5
2wiki_deb5a132087a11ebbd67ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, A Map Of The Heart or Mumbai-Pune-Mumbai 2?",,bridge_comparison,bridge_comparison,single,['A Map Of The Heart'],[],1,[],0,[],0,[],0,3,False,medium,A Map Of The Heart,bridge_comparison,"Which film has the director who was born first, A Map Of The Heart or Mumbai-Pune-Mumbai 2?",True,True,5
2wiki_d7c9be2908a011ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, The Hound Of The Baskervilles (1929 Film) or Love Toy?",,bridge_comparison,bridge_comparison,single,['Love Toy'],[],1,[],0,[],0,[],0,3,False,medium,Love Toy,bridge_comparison,"Which film has the director who was born later, The Hound Of The Baskervilles (1929 Film) or Love Toy?",True,True,5
2wiki_b3222e4d085111ebbd58ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, The Last Angry Man or Riders Of The Dawn (1990 Film)?",,bridge_comparison,bridge_comparison,single,['The Last Angry Man'],[],1,[],0,[],0,[],0,3,False,medium,The Last Angry Man,bridge_comparison,"Which film has the director who died first, The Last Angry Man or Riders Of The Dawn (1990 Film)?",True,True,5
2wiki_defaf1db08a011ebbd78ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Butterflies In The Rain or For The Service?",,bridge_comparison,bridge_comparison,single,['Butterflies In The Rain'],[],1,[],0,[],0,[],0,3,False,medium,Butterflies In The Rain,bridge_comparison,"Which film has the director who was born earlier, Butterflies In The Rain or For The Service?",True,True,5
2wiki_31f87b9e08d511ebbd98ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Atlantics or Sing Me The Songs That Say I Love You: A Concert For Kate Mcgarrigle?",,bridge_comparison,bridge_comparison,single,['Atlantics'],[],1,[],0,[],0,[],0,3,False,medium,Atlantics,bridge_comparison,"Which film has the director who was born later, Atlantics or Sing Me The Songs That Say I Love You: A Concert For Kate Mcgarrigle?",True,True,5
2wiki_3a01128a088311ebbd6dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died earlier, Ek Se Badhkar Ek (2004 Film) or Out Of The Wreck?",,bridge_comparison,bridge_comparison,single,['Out Of The Wreck'],[],1,[],0,[],0,[],0,3,False,medium,Out Of The Wreck,bridge_comparison,"Which film has the director who died earlier, Ek Se Badhkar Ek (2004 Film) or Out Of The Wreck?",True,True,5
2wiki_64ead5de08cf11ebbd95ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born later, Who Never Lived or I Can Get It For You Wholesale (Film)?",,bridge_comparison,bridge_comparison,single,['Who Never Lived'],[],1,[],0,[],0,[],0,3,False,medium,Who Never Lived,bridge_comparison,"Which film has the director who was born later, Who Never Lived or I Can Get It For You Wholesale (Film)?",True,True,5
2wiki_b224a4a7087f11ebbd6cac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died first, Mara Of The Wilderness or Figaro Here, Figaro There?",,bridge_comparison,bridge_comparison,single,['Mara Of The Wilderness'],[],1,[],0,[],0,[],0,3,False,medium,Mara Of The Wilderness,bridge_comparison,"Which film has the director who died first, Mara Of The Wilderness or Figaro Here, Figaro There?",True,True,5
2wiki_00d97ada08a911ebbd7fac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, Bang! You'Re Dead or Murder In The Blue Room?",,bridge_comparison,bridge_comparison,single,['Murder In The Blue Room'],[],1,[],0,[],0,[],0,3,False,medium,Murder In The Blue Room,bridge_comparison,"Which film has the director who died later, Bang! You'Re Dead or Murder In The Blue Room?",True,True,5
2wiki_79144830085a11ebbd5cac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, The Caiman or He Who Loves In A Glass House?",,bridge_comparison,bridge_comparison,single,['He Who Loves In A Glass House'],[],1,[],0,[],0,[],0,3,False,medium,He Who Loves In A Glass House,bridge_comparison,"Which film whose director was born first, The Caiman or He Who Loves In A Glass House?",True,True,5
2wiki_cdaa476708bc11ebbd89ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, The Loves Of Madame Dubarry or The Devil In The Bottle?",,bridge_comparison,bridge_comparison,single,['The Devil In The Bottle'],[],1,[],0,[],0,[],0,3,False,medium,The Devil In The Bottle,bridge_comparison,"Which film has the director who died later, The Loves Of Madame Dubarry or The Devil In The Bottle?",True,True,5
2wiki_5b550c9408c311ebbd8dac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who died later, My Home Is Copacabana or Samoa, Queen Of The Jungle?",,bridge_comparison,bridge_comparison,single,['My Home Is Copacabana'],[],1,[],0,[],0,[],0,3,False,medium,My Home Is Copacabana,bridge_comparison,"Which film has the director who died later, My Home Is Copacabana or Samoa, Queen Of The Jungle?",True,True,5
2wiki_cb3b83e2086b11ebbd60ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born earlier, Romeo & Juliet (2013 Film) or Pride Of The Plains?",,bridge_comparison,bridge_comparison,single,['Pride Of The Plains'],[],1,[],0,[],0,[],0,3,False,medium,Pride Of The Plains,bridge_comparison,"Which film has the director who was born earlier, Romeo & Juliet (2013 Film) or Pride Of The Plains?",True,True,5
2wiki_802f9d0e08b411ebbd88ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Wings Of The Morning (1919 Film) or The Last Play At Shea?",,bridge_comparison,bridge_comparison,single,['The Last Play At Shea'],[],1,[],0,[],0,[],0,3,False,medium,The Last Play At Shea,bridge_comparison,"Which film whose director is younger, Wings Of The Morning (1919 Film) or The Last Play At Shea?",True,True,5
2wiki_2912d63608bd11ebbd89ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director was born first, Mr. X (2015 Film) or Star Of The North?",,bridge_comparison,bridge_comparison,single,['Star Of The North'],[],1,[],0,[],0,[],0,3,False,medium,Star Of The North,bridge_comparison,"Which film whose director was born first, Mr. X (2015 Film) or Star Of The North?",True,True,5
2wiki_b59332fc08d311ebbd96ac1f6bf848b6,2wikimultihopqa,train,"Which film whose director is younger, Lady L or The Strangers In The House (Film)?",,bridge_comparison,bridge_comparison,single,['Lady L'],[],1,[],0,[],0,[],0,3,False,medium,Lady L,bridge_comparison,"Which film whose director is younger, Lady L or The Strangers In The House (Film)?",True,True,5
2wiki_7addcb4c08e011ebbda1ac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who was born first, Thunder In The Sun or Munthiri Monchan: Oru Thavala Paranja Kadha?",,bridge_comparison,bridge_comparison,single,['Thunder In The Sun'],[],1,[],0,[],0,[],0,3,False,medium,Thunder In The Sun,bridge_comparison,"Which film has the director who was born first, Thunder In The Sun or Munthiri Monchan: Oru Thavala Paranja Kadha?",True,True,5
2wiki_c5ac6460088811ebbd6eac1f6bf848b6,2wikimultihopqa,train,"Which film has the director died first, Jules Of The Strong Heart or Eyes Of The Underworld (1929 Film)?",,bridge_comparison,bridge_comparison,single,['Jules Of The Strong Heart'],[],1,[],0,[],0,[],0,3,False,medium,Jules Of The Strong Heart,bridge_comparison,"Which film has the director died first, Jules Of The Strong Heart or Eyes Of The Underworld (1929 Film)?",True,True,5
2wiki_22db249a08a311ebbd7bac1f6bf848b6,2wikimultihopqa,train,"Which film has the director who is older than the other, The Shakiest Gun In The West or Ghostland?",,bridge_comparison,bridge_comparison,single,['The Shakiest Gun In The West'],[],1,[],0,[],0,[],0,3,False,medium,The Shakiest Gun In The West,bridge_comparison,"Which film has the director who is older than the other, The Shakiest Gun In The West or Ghostland?",True,True,5
