benchmark_id,source_dataset,source_split,source_id,question_en_original,category,complexity_type,reasoning_family,answer_type,answer_mode,answer_text_en,num_answers,priority_score,needs_translation,needs_rephrase
mintaka_train_2548ae2c,mintaka,train,2548ae2c,What’s the biggest continent with the highest population?,geography,multihop,multihop,entity,single,Asia,1,7,True,True
mintaka_train_255fc250,mintaka,train,255fc250,Which band did the lead singer of Like a Stone join after Soundgarden?,music,multihop,multihop,entity,single,Audioslave,1,7,True,True
mintaka_train_25be51bb,mintaka,train,25be51bb,Who is the protagonist of Final Fantasy X's sequel?,videogames,multihop,multihop,entity,single,Yuna,1,7,True,True
mintaka_train_25ed319e,mintaka,train,25ed319e,What is the largest park in the capital city of the UK?,geography,multihop,multihop,entity,single,Richmond Park,1,7,True,True
mintaka_train_261c6c65,mintaka,train,261c6c65,What is the capital city of the largest U.S. state by population?,geography,multihop,multihop,entity,single,Sacramento,1,7,True,True
mintaka_train_2664570c,mintaka,train,2664570c,Where was the 35th president of the US born?,history,multihop,multihop,entity,single,"Brookline, Massachusetts",1,7,True,True
mintaka_train_26e693d0,mintaka,train,26e693d0,What California district does the current Speaker of the House represent?,politics,multihop,multihop,entity,single,Twelfth,1,7,True,True
mintaka_train_273dab8b,mintaka,train,273dab8b,For acting in which movie was the actor who played Lord Voldemort in some of the Harry Potter movies nominated for an Oscar in 1997?,movies,multihop,multihop,entity,single,The English Patient,1,7,True,True
mintaka_train_2748f29b,mintaka,train,2748f29b,Where was the author of Anne of Green Gables born?,books,multihop,multihop,entity,single,Canada,1,7,True,True
mintaka_train_27c763e8,mintaka,train,27c763e8,Who was the manager of the World Series champions in 2020?,sports,multihop,multihop,entity,single,Dave Roberts,1,7,True,True
mintaka_train_27cb4b7a,mintaka,train,27cb4b7a,Who was quarterback in the team that lost the first Super Bowl?,sports,multihop,multihop,entity,single,Len Dawson,1,7,True,True
mintaka_train_27d6f3c3,mintaka,train,27d6f3c3,Who succeeded the last president to get assassinated?,politics,multihop,multihop,entity,single,Lyndon B. Johnson,1,7,True,True
mintaka_train_286dbe53,mintaka,train,286dbe53,What team does the winner of the English Premier League Golden Boot for 2020-21 play for?,sports,multihop,multihop,entity,single,Harry Kane,1,7,True,True
mintaka_train_28756e62,mintaka,train,28756e62,Where is the actor who played Edward in Twilight from?,movies,multihop,multihop,entity,single,England,1,7,True,True
mintaka_train_289320bb,mintaka,train,289320bb,Who was the starting pitcher of the visiting team in the 1st game of the 2010 World Series?,sports,multihop,multihop,entity,single,Cliff Lee,1,7,True,True
mintaka_train_290e805b,mintaka,train,290e805b,During which election did the president get the most amount of votes in history?,politics,multihop,multihop,entity,single,2020 election,1,7,True,True
mintaka_train_29a40b32,mintaka,train,29a40b32,What was the name of the author who wrote New Jedi Order: Vector Prime?,books,multihop,multihop,entity,single,R.A. Salvatore,1,7,True,True
mintaka_train_29f410e9,mintaka,train,29f410e9,In which month was the actor who played Jerry Maguire in Jerry Maguire born?,movies,multihop,multihop,entity,single,July,1,7,True,True
mintaka_train_2aa22eb6,mintaka,train,2aa22eb6,What is the name of the city where the tallest building in the world is located?,geography,multihop,multihop,entity,single,Dubai,1,7,True,True
mintaka_train_2bdb99f3,mintaka,train,2bdb99f3,Who was the wife of the artist who painted The Blinding of Samson?,history,multihop,multihop,entity,single,Saskia van Uylenburgh,1,7,True,True
mintaka_train_2c374e3e,mintaka,train,2c374e3e,What party did the US president during the Watergate Scandal belong to?,politics,multihop,multihop,entity,single,Republican Party,1,7,True,True
mintaka_train_2c60be84,mintaka,train,2c60be84,Where is the actor who played Black Widow from?,movies,multihop,multihop,entity,single,America,1,7,True,True
mintaka_train_2d13ed2f,mintaka,train,2d13ed2f,"Who was vice president when the president who had formerly been on the TV show ""The Apprentice"" was in office?",politics,multihop,multihop,entity,single,Mike Pence,1,7,True,True
mintaka_train_2d19c0c3,mintaka,train,2d19c0c3,What unit of currency is used in the country where the Eiffel Tower is?,geography,multihop,multihop,entity,single,Euro,1,7,True,True
mintaka_train_2d30709b,mintaka,train,2d30709b,Who is the main antagonist in the first Mario game?,videogames,multihop,multihop,entity,single,Bowser,1,7,True,True
mintaka_train_2d71b259,mintaka,train,2d71b259,Who was the wife of the 5th US president?,politics,multihop,multihop,entity,single,Elizabeth Monroe,1,7,True,True
mintaka_train_2d9fcf8e,mintaka,train,2d9fcf8e,Where is the actress who played Claire Dearing in Jurassic World from?,movies,multihop,multihop,entity,single,"Los Angeles, California",1,7,True,True
mintaka_train_2e52344e,mintaka,train,2e52344e,What type of keyboard did the keyboardist of The Doors use?,music,multihop,multihop,entity,single,Vox Continental combo organ,1,7,True,True
mintaka_train_2f08c598,mintaka,train,2f08c598,Who directed the movie that's based on the second book in the Maze Runner series?,books,multihop,multihop,entity,single,Wes Ball,1,7,True,True
mintaka_train_2f4867c6,mintaka,train,2f4867c6,Which U.S. state has the most shoreline with the deepest lake of the five Great Lakes in North America?,geography,multihop,multihop,entity,single,Michigan,1,7,True,True
mintaka_train_2f7c6f5e,mintaka,train,2f7c6f5e,Who was the successor to the successor of George III?,history,multihop,multihop,entity,single,William IV,1,7,True,True
mintaka_train_2fcbd091,mintaka,train,2fcbd091,Who was the wife of the French king during the attack in the French Revolution?,history,multihop,multihop,entity,single,Marie Antoinette,1,7,True,True
mintaka_train_2ffcd6cd,mintaka,train,2ffcd6cd,Who was the wife of the 32nd US president?,politics,multihop,multihop,entity,single,Eleanor Roosevelt,1,7,True,True
mintaka_train_3011bb09,mintaka,train,3011bb09,What territory was acquired from France by the principle author of the Declaration of Independence?,politics,multihop,multihop,entity,single,Louisiana Purchase,1,7,True,True
mintaka_train_30c7bf1f,mintaka,train,30c7bf1f,Who directed the movie that's based on the first Harry Potter book?,books,multihop,multihop,entity,single,Chris Columbus,1,7,True,True
mintaka_train_315b5e18,mintaka,train,315b5e18,Who directed the movie that's based on the third Twilight book?,books,multihop,multihop,entity,single,Bill Condon,1,7,True,True
mintaka_train_31935ad1,mintaka,train,31935ad1,Who is the hero of the 10th Final Fantasy game?,videogames,multihop,multihop,entity,single,Tidus,1,7,True,True
mintaka_train_31aa0f8c,mintaka,train,31aa0f8c,Who was the First Lady of the first divorced US president?,politics,multihop,multihop,entity,single,Nancy Reagan,1,7,True,True
mintaka_train_3208cd46,mintaka,train,3208cd46,Who was the wife of the 22nd president?,politics,multihop,multihop,entity,single,Julia Grant,1,7,True,True
mintaka_train_3232b60a,mintaka,train,3232b60a,Who was a leader of the Progressive movement that proclaimed American entrance into World War I?,history,multihop,multihop,entity,single,Woodrow Wilson,1,7,True,True
mintaka_train_3258c894,mintaka,train,3258c894,Who was the quarterback of the team that won Super Bowl 20?,sports,multihop,multihop,entity,single,Jim McMahon,1,7,True,True
mintaka_train_32c403c6,mintaka,train,32c403c6,Where was the author who wrote To Kill A Mockingbird born?,books,multihop,multihop,entity,single,"Monroeville, AL",1,7,True,True
mintaka_train_32fd2909,mintaka,train,32fd2909,Who was the first son of Peter the Great's second wife?,history,multihop,multihop,entity,single,Alexei Petrovich,1,7,True,True
mintaka_train_33c89366,mintaka,train,33c89366,Who was the second child of the second U.S. president?,history,multihop,multihop,entity,single,John Quincy Adams,1,7,True,True
mintaka_train_33e38cd2,mintaka,train,33e38cd2,What is the capital of the country where the Andes mountain range is located?,geography,multihop,multihop,entity,single,Santiago,1,7,True,True
mintaka_train_33e5fe56,mintaka,train,33e5fe56,What is the tallest building in the city known as the Second City and the Windy City?,geography,multihop,multihop,entity,single,Willis Tower,1,7,True,True
mintaka_train_34c2473f,mintaka,train,34c2473f,Who was the manager of the baseball team that won the World Series in 1984?,sports,multihop,multihop,entity,single,Sparky Anderson,1,7,True,True
mintaka_train_34f3d52a,mintaka,train,34f3d52a,Who was the wife of the 20th US president?,politics,multihop,multihop,entity,single,Lucretia Garfield,1,7,True,True
mintaka_train_35044026,mintaka,train,35044026,"In Animal Crossing: New Horizons, who is the third sister of the Able Sisters Clothing store?",videogames,multihop,multihop,entity,single,Label,1,7,True,True
mintaka_train_35170ec9,mintaka,train,35170ec9,When was the first astronaut elected to the US Senate?,politics,multihop,multihop,entity,single,John Glenn,1,7,True,True
mintaka_train_354f846e,mintaka,train,354f846e,Where was the longest serving member of the senate born?,politics,multihop,multihop,entity,single,North Carolina,1,7,True,True
mintaka_train_35a1616f,mintaka,train,35a1616f,Who was the quarterback of the team that won Super Bowl LV?,sports,multihop,multihop,entity,single,Tom Brady,1,7,True,True
mintaka_train_35cfbbd4,mintaka,train,35cfbbd4,What was the profession of the 33rd president of the United States prior to being elected to office?,history,multihop,multihop,entity,single,HABERDASHER,1,7,True,True
mintaka_train_35d8455d,mintaka,train,35d8455d,Who was the father of the losing commander at the Battle of Hastings?,history,multihop,multihop,entity,single,Godwin of Wessex,1,7,True,True
mintaka_train_35daa119,mintaka,train,35daa119,Which state does the youngest current US governor represent?,politics,multihop,multihop,entity,single,Florida,1,7,True,True
mintaka_train_3716d98b,mintaka,train,3716d98b,Where was the coach of the Detroit Pistons born?,sports,multihop,multihop,entity,single,"Indianapolis, Indiana",1,7,True,True
mintaka_train_37b6c9bf,mintaka,train,37b6c9bf,Who was the catcher of the team that won the 1995 World Series?,sports,multihop,multihop,entity,single,Javy Lopez,1,7,True,True
mintaka_train_37bf8ec3,mintaka,train,37bf8ec3,Who was the coach of the team that won Super Bowl 2002?,sports,multihop,multihop,entity,single,Bill Belichick,1,7,True,True
mintaka_train_37d86742,mintaka,train,37d86742,Who was the leading scorer on the team that won the 2015 NBA Finals?,sports,multihop,multihop,entity,single,Stephen Curry,1,7,True,True
mintaka_train_3880be82,mintaka,train,3880be82,What party did the US president during 9/11 belong to?,politics,multihop,multihop,entity,single,republican party,1,7,True,True
mintaka_train_396e7c4f,mintaka,train,396e7c4f,Who directed the movie that's based on the second Twilight book?,books,multihop,multihop,entity,single,Chris Weitz,1,7,True,True
mintaka_train_397e26a5,mintaka,train,397e26a5,Where was the president of United States during WWI when he died?,history,multihop,multihop,entity,single,Washington DC,1,7,True,True
mintaka_train_3a5dde6c,mintaka,train,3a5dde6c,Who was the quarterback of the team that won Super Bowl 33?,sports,multihop,multihop,entity,single,John Elway,1,7,True,True
mintaka_train_3a7231cd,mintaka,train,3a7231cd,Who is the current head of the country in which the Chernobyl Nuclear Disaster took place?,history,multihop,multihop,entity,single,Vladimir Putin,1,7,True,True
mintaka_train_3ade14ef,mintaka,train,3ade14ef,In what state was the 1996 Caldecott Medal winner born?,books,multihop,multihop,entity,single,Minnesota,1,7,True,True
mintaka_train_3b032764,mintaka,train,3b032764,What country was the golfer who won the 2008 Masters tournament from?,sports,multihop,multihop,entity,single,South Africa,1,7,True,True
mintaka_train_3b3efb9c,mintaka,train,3b3efb9c,Where was the last emperor of the Qing dynasty when he died?,history,multihop,multihop,entity,single,"Beijing, China",1,7,True,True
mintaka_train_3b4e7a21,mintaka,train,3b4e7a21,Which university did the director of Parasite attend?,movies,multihop,multihop,entity,single,Yonsei University,1,7,True,True
mintaka_train_3bb14d10,mintaka,train,3bb14d10,Who was the president of the US when the Korean War started?,history,multihop,multihop,entity,single,Harry S. Truman,1,7,True,True
mintaka_train_3c469148,mintaka,train,3c469148,What is the capital of the state that had the last volcanic eruption in the United States?,geography,multihop,multihop,entity,single,Olympia,1,7,True,True
mintaka_train_3c49d368,mintaka,train,3c49d368,What was the name of the vice president who served under the 43rd president?,politics,multihop,multihop,entity,single,Dick Cheney,1,7,True,True
mintaka_train_3d03eb41,mintaka,train,3d03eb41,Who is the villain in the video game created by Akira Kitamura and Keiji Inafune?,videogames,multihop,multihop,entity,single,Dr. Wily,1,7,True,True
mintaka_train_3d0e04b8,mintaka,train,3d0e04b8,Who was the coach of the team that won Super Bowl ten?,sports,multihop,multihop,entity,single,Chuck Noll,1,7,True,True
mintaka_train_3d594065,mintaka,train,3d594065,Which party did the 56th governor of New York belong to?,politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_3e7e2b48,mintaka,train,3e7e2b48,What is the capital of the country where Mount Kilimanjaro is located?,geography,multihop,multihop,entity,single,Dodoma,1,7,True,True
mintaka_train_3eca9f86,mintaka,train,3eca9f86,"Who was the country leader that fought against the US from November 1, 1955 to April 30, 1975?",history,multihop,multihop,entity,single,Ho Chi Minh,1,7,True,True
mintaka_train_3f75716c,mintaka,train,3f75716c,What was the maiden name of the former First Lady of the United States who later served as Secretary of State in another US president's administration?,history,multihop,multihop,entity,single,"RODHAM, AS IN Hillary Rodham Clinton",1,7,True,True
mintaka_train_40647d8a,mintaka,train,40647d8a,What is the color of Luigi's twin brother's clothes?,videogames,multihop,multihop,entity,single,Red,1,7,True,True
mintaka_train_40df3d9c,mintaka,train,40df3d9c,Who is the protagonist of the video game involving Zelda?,videogames,multihop,multihop,entity,single,Link,1,7,True,True
mintaka_train_41584e82,mintaka,train,41584e82,The movie that's based on the Harry Potter book released in 2004 is the sequel to what movie?,books,multihop,multihop,entity,single,Harry Potter and the Chamber of Secrets,1,7,True,True
mintaka_train_427c8f5c,mintaka,train,427c8f5c,What game was originally released for Atari and the object of the game was to cross the road?,videogames,multihop,multihop,entity,single,Frogger,1,7,True,True
mintaka_train_42874384,mintaka,train,42874384,What is the hometown of the director of Parasite?,movies,multihop,multihop,entity,single,"Daegu, South Korea",1,7,True,True
mintaka_train_430fa3bf,mintaka,train,430fa3bf,Which college team quarterback won the 2016 world championships?,sports,multihop,multihop,entity,single,Deshaun Watson,1,7,True,True
mintaka_train_432156fc,mintaka,train,432156fc,Who previously occupied the Senate seat now held by the current (2021) junior senator from New York?,politics,multihop,multihop,entity,single,Hillary Clinton,1,7,True,True
mintaka_train_446bef60,mintaka,train,446bef60,Which party does the oldest currently serving US senator belong to?,politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_44b0e89c,mintaka,train,44b0e89c,Who was the daughter of King Henry VIII's second wife?,history,multihop,multihop,entity,single,Elizabeth I,1,7,True,True
mintaka_train_4514382c,mintaka,train,4514382c,What is the deadly ground made of in the second meeting with Bowser of Super Mario 64?,videogames,multihop,multihop,entity,single,Lava,1,7,True,True
mintaka_train_4518d705,mintaka,train,4518d705,What is the martial art practiced by the eyepatched Street Fighter character from Thailand?,videogames,multihop,multihop,entity,single,muay thai,1,7,True,True
mintaka_train_464af1e9,mintaka,train,464af1e9,What was the name of the first king of England's grandfather?,history,multihop,multihop,entity,single,Alfred the Great,1,7,True,True
mintaka_train_46a7a1cc,mintaka,train,46a7a1cc,Who was the quarterback of the team that won Super Bowl 1?,sports,multihop,multihop,entity,single,Bart Starr,1,7,True,True
mintaka_train_46cf0001,mintaka,train,46cf0001,Who is the first wife of the author of The Old Man and the Sea?,books,multihop,multihop,entity,single,Elizabeth Hadley Richardson,1,7,True,True
mintaka_train_47dbf998,mintaka,train,47dbf998,What is the name of the final campaign level in the first entry in the Halo series?,videogames,multihop,multihop,entity,single,The Maw,1,7,True,True
mintaka_train_480bb41d,mintaka,train,480bb41d,Who was the quarterback of the team that won Super Bowl 52?,sports,multihop,multihop,entity,single,Nick Foles,1,7,True,True
mintaka_train_486ec8b4,mintaka,train,486ec8b4,Who directed the movie that's based on the third Harry Potter book?,books,multihop,multihop,entity,single,Alfonso Cuarón,1,7,True,True
mintaka_train_48c94072,mintaka,train,48c94072,What party did the U.S. president during WWI belong to?,politics,multihop,multihop,entity,single,Edith Wilson,1,7,True,True
mintaka_train_48ef5dfd,mintaka,train,48ef5dfd,Who was the leader of England when the United States bombed Japan?,history,multihop,multihop,entity,single,Winston Churchill,1,7,True,True
mintaka_train_4938b81c,mintaka,train,4938b81c,Whom did King Henry VII's first daughter marry?,history,multihop,multihop,entity,single,Phillip II of Spain,1,7,True,True
mintaka_train_49490b68,mintaka,train,49490b68,Who was the first First Lady of the US to also have a college degree?,history,multihop,multihop,entity,single,Grace Coolidge,1,7,True,True
mintaka_train_49522613,mintaka,train,49522613,What is the name of the actor who played Bruce Lee in Once Upon A Time In Hollywood?,movies,multihop,multihop,entity,single,Mike Moh,1,7,True,True
mintaka_train_49b8206b,mintaka,train,49b8206b,What is the capital of the most populous U.S. state?,geography,multihop,multihop,entity,single,Sacramento,1,7,True,True
mintaka_train_4a3388c1,mintaka,train,4a3388c1,What is the name of the arena located in the city that is also home to the Pirates baseball team?,geography,multihop,multihop,entity,single,PPG Paints Arena,1,7,True,True
mintaka_train_4acea194,mintaka,train,4acea194,What political party did the 7th U.S. president belong to?,politics,multihop,multihop,entity,single,Democratic,1,7,True,True
mintaka_train_4afe8831,mintaka,train,4afe8831,Who was the vice president to the 43rd U.S. president?,politics,multihop,multihop,entity,single,Dick Cheney,1,7,True,True
mintaka_train_4b0f7fcc,mintaka,train,4b0f7fcc,Who was the wife of the 16th US president?,politics,multihop,multihop,entity,single,Mary Todd Lincoln,1,7,True,True
mintaka_train_4b2fad7d,mintaka,train,4b2fad7d,"Who is the son of the actor who starred in ""The Equalizer""?",movies,multihop,multihop,entity,single,John David Washington,1,7,True,True
mintaka_train_4bd22dcf,mintaka,train,4bd22dcf,Who was the wife of the 1st US president?,politics,multihop,multihop,entity,single,Martha Washington,1,7,True,True
mintaka_train_4be842cf,mintaka,train,4be842cf,Which war did the author of Catcher in the Rye fight in?,books,multihop,multihop,entity,single,World War II,1,7,True,True
mintaka_train_4c662368,mintaka,train,4c662368,Who is the protagonist in the third Resident Evil game?,videogames,multihop,multihop,entity,single,Jill Valentine,1,7,True,True
mintaka_train_4c8da1d5,mintaka,train,4c8da1d5,Where did the first US president give his first inaugural address?,history,multihop,multihop,entity,single,New York City,1,7,True,True
mintaka_train_4ccc7415,mintaka,train,4ccc7415,Who was the wife of the 46th US president?,politics,multihop,multihop,entity,single,jill biden,1,7,True,True
mintaka_train_4cdab100,mintaka,train,4cdab100,On what channel was the TV show based on J.R.R. Martin's popular fantasy series broadcast?,books,multihop,multihop,entity,single,HBO,1,7,True,True
mintaka_train_4dd92765,mintaka,train,4dd92765,Who is the sister to the actress who headlined Mona Lisa Smile?,movies,multihop,multihop,entity,single,Emma Roberts,1,7,True,True
mintaka_train_4e8bfa62,mintaka,train,4e8bfa62,Who was the leader of the country that invaded Finland in 1939?,history,multihop,multihop,entity,single,Joseph Stalin,1,7,True,True
mintaka_train_4f7af6c7,mintaka,train,4f7af6c7,What platform could the first Animal Crossing spin-off be played on?,videogames,multihop,multihop,entity,single,Nintendo 3DS,1,7,True,True
mintaka_train_4f93a661,mintaka,train,4f93a661,Which country is the director of Parasite from?,movies,multihop,multihop,entity,single,South Korea,1,7,True,True
mintaka_train_4fb93d93,mintaka,train,4fb93d93,What gender is the artist that did The Crossing in 2000?,music,multihop,multihop,entity,single,male,1,7,True,True
mintaka_train_5054be2d,mintaka,train,5054be2d,Who was the leader of the country that attacked Pearl Harbor in World War II?,history,multihop,multihop,entity,single,Prime Minister Tojo Hideki,1,7,True,True
mintaka_train_50b36861,mintaka,train,50b36861,What is the capital of the state where the Grand Canyon is located?,geography,multihop,multihop,entity,single,Phoenix,1,7,True,True
mintaka_train_50e65cf0,mintaka,train,50e65cf0,Which state has the United State's oldest bird as its official state bird?,geography,multihop,multihop,entity,single,Minnesota,1,7,True,True
mintaka_train_5109c873,mintaka,train,5109c873,Where was the director of the adaptation of Schindler's List born?,books,multihop,multihop,entity,single,Ohio,1,7,True,True
mintaka_train_51cadbae,mintaka,train,51cadbae,What is the capital of the country with the fifth largest land area in Europe?,geography,multihop,multihop,entity,single,Stockholm,1,7,True,True
mintaka_train_52189fff,mintaka,train,52189fff,What is the tallest mountain in the state that was the setting of the series Twin Peaks?,geography,multihop,multihop,entity,single,Mount Rainier,1,7,True,True
mintaka_train_52ba4569,mintaka,train,52ba4569,Who directed the movie based on the first Twilight book?,books,multihop,multihop,entity,single,Catherine Hardwicke,1,7,True,True
mintaka_train_5301d03b,mintaka,train,5301d03b,Which male director is related to the actor who played Randy in Valley Girl?,movies,multihop,multihop,entity,single,Francis Ford Coppola,1,7,True,True
mintaka_train_532fe272,mintaka,train,532fe272,What is the political party of Bill Clinton's current wife?,politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_5362eb29,mintaka,train,5362eb29,What is the smallest country that is part of the largest continent?,geography,multihop,multihop,entity,single,Maldives,1,7,True,True
mintaka_train_537804d6,mintaka,train,537804d6,Who directed the movie that is based on Stephen King's Dark Tower series?,books,multihop,multihop,entity,single,Nikolaj Arcel,1,7,True,True
mintaka_train_53fe42a8,mintaka,train,53fe42a8,Where was the singer of Genie in a Bottle born?,music,multihop,multihop,entity,single,"Staten Island, New York City",1,7,True,True
mintaka_train_544f5f20,mintaka,train,544f5f20,Who is the wife of the 44th president?,politics,multihop,multihop,entity,single,Michelle Obama,1,7,True,True
mintaka_train_54b4bd9a,mintaka,train,54b4bd9a,Who is the antagonist in the third Far Cry game?,videogames,multihop,multihop,entity,single,Hoyt Volker,1,7,True,True
mintaka_train_5538570e,mintaka,train,5538570e,Name the Roman general and statesman who defeated the person leading to the reorganization of the Roman Republic as an empire?,history,multihop,multihop,entity,single,Gaius Julius Caesar,1,7,True,True
mintaka_train_5555c10c,mintaka,train,5555c10c,What is the tallest building in the capital city of New York?,geography,multihop,multihop,entity,single,Erastus Corning Tower,1,7,True,True
mintaka_train_55596001,mintaka,train,55596001,What instrument does the lead singer of the Eagles play?,music,multihop,multihop,entity,single,Drums,1,7,True,True
mintaka_train_55893bd9,mintaka,train,55893bd9,"Who is the singer of ""Iron Man"" married to?",music,multihop,multihop,entity,single,Sharon Osbourne,1,7,True,True
mintaka_train_559fa681,mintaka,train,559fa681,What is the capital of the country that has the world's tallest mountain?,geography,multihop,multihop,entity,single,Kathmandu,1,7,True,True
mintaka_train_55a25876,mintaka,train,55a25876,"In Animal Crossing: New Horizons, who is the sister of the museum curator?",videogames,multihop,multihop,entity,single,Celeste,1,7,True,True
mintaka_train_55da7a3a,mintaka,train,55da7a3a,Who is the antagonist in the second Diablo game?,videogames,multihop,multihop,entity,single,Diablo,1,7,True,True
mintaka_train_55e5a9f9,mintaka,train,55e5a9f9,Who was the head coach of the team that won the first Super Bowl?,sports,multihop,multihop,entity,single,Vince Lombardi,1,7,True,True
mintaka_train_55e5fc28,mintaka,train,55e5fc28,Who was the most famous relative of the person who crossed the Rubicon?,history,multihop,multihop,entity,single,Augustus Caesar,1,7,True,True
mintaka_train_56b3d365,mintaka,train,56b3d365,Which NFL team did the winner of the 2002 Heisman Trophy get drafted by?,sports,multihop,multihop,entity,single,Cincinnati Bengals,1,7,True,True
mintaka_train_5719318b,mintaka,train,5719318b,Who is the protagonist of the 15th Final Fantasy game?,videogames,multihop,multihop,entity,single,Noctis Lucis Caelum,1,7,True,True
mintaka_train_57930e07,mintaka,train,57930e07,Who directed the movie that's based on the second book of The Lord of the Rings trilogy?,books,multihop,multihop,entity,single,Peter Jackson,1,7,True,True
mintaka_train_57a1974c,mintaka,train,57a1974c,"Which king was married to the woman who allegedly said, ""Let them eat cake.""?",history,multihop,multihop,entity,single,Louis XVI,1,7,True,True
mintaka_train_57c86cec,mintaka,train,57c86cec,Where was the original lead singer of ZZ Top born?,music,multihop,multihop,entity,single,"Houston, Texas, U.S.",1,7,True,True
mintaka_train_580830c9,mintaka,train,580830c9,What college did the author of Harry Potter attend?,books,multihop,multihop,entity,single,University of Exeter,1,7,True,True
mintaka_train_585d5933,mintaka,train,585d5933,Who was the third wife of the first Roman emperor?,history,multihop,multihop,entity,single,Livia Drusilla,1,7,True,True
mintaka_train_58ac7e08,mintaka,train,58ac7e08,What is the name of the current coach of the oldest NFL football team in the USA?,sports,multihop,multihop,entity,single,Kliff Kingsbury,1,7,True,True
mintaka_train_58c9fbcf,mintaka,train,58c9fbcf,In what state was the 25th president of the United States born?,politics,multihop,multihop,entity,single,Ohio,1,7,True,True
mintaka_train_58d1c7aa,mintaka,train,58d1c7aa,What region was returned to the rule of the world's most populous country in 1997?,history,multihop,multihop,entity,single,Hong Kong,1,7,True,True
mintaka_train_591687db,mintaka,train,591687db,What is the nationality of the 2020 MotoGP World Championship winner?,sports,multihop,multihop,entity,single,Spanish,1,7,True,True
mintaka_train_592a154d,mintaka,train,592a154d,Who is the protagonist in the Assassin's Creed game that came out in 2007?,videogames,multihop,multihop,entity,single,Desmond Miles,1,7,True,True
mintaka_train_59b1c8f7,mintaka,train,59b1c8f7,Where was the youngest member of The Beatles born?,music,multihop,multihop,entity,single,Liverpool,1,7,True,True
mintaka_train_5a0402cd,mintaka,train,5a0402cd,Who was the military leader of the country that attacked the United States in 1941?,history,multihop,multihop,entity,single,Hideki Tojo,1,7,True,True
mintaka_train_5a04fcb5,mintaka,train,5a04fcb5,Which university did the author of Battle Hymn of the Tiger Mother Book go to?,books,multihop,multihop,entity,single,Harvard University,1,7,True,True
mintaka_train_5a3a1388,mintaka,train,5a3a1388,Who directed the movie that's based on the first book in the Twilight series?,books,multihop,multihop,entity,single,Catherine Hardwicke,1,7,True,True
mintaka_train_5a703acb,mintaka,train,5a703acb,What is the first name of the author of the Chronicles of Narnia?,books,multihop,multihop,entity,single,Clive,1,7,True,True
mintaka_train_5a9fa003,mintaka,train,5a9fa003,Who did the drummer of Motley Crue marry in 1995?,music,multihop,multihop,entity,single,Pamela Anderson,1,7,True,True
mintaka_train_5b3e666b,mintaka,train,5b3e666b,Who was the vice president of the 5th US president?,politics,multihop,multihop,entity,single,Daniel D. Tompkins,1,7,True,True
mintaka_train_5b4fa057,mintaka,train,5b4fa057,Who is the protagonist of the fifteenth Final Fantasy game?,videogames,multihop,multihop,entity,single,Noctis Lucis Caelum,1,7,True,True
mintaka_train_5b97a129,mintaka,train,5b97a129,Who was the leader of the country that defeated the Spanish Armada?,history,multihop,multihop,entity,single,Queen Elizabeth I,1,7,True,True
mintaka_train_5bb8b5af,mintaka,train,5bb8b5af,What is the name of the incompetent core that is introduced in the second Portal game?,videogames,multihop,multihop,entity,single,Wheatley,1,7,True,True
mintaka_train_5bfb002f,mintaka,train,5bfb002f,"Where is the actor that played Benny the Jet Rodriguez in ""The Sandlot"" from?",movies,multihop,multihop,entity,single,"Los Angeles, California",1,7,True,True
mintaka_train_5c6f0059,mintaka,train,5c6f0059,Who is Sonic's love interest in the 1998 game?,videogames,multihop,multihop,entity,single,Amy Rose,1,7,True,True
mintaka_train_5c7b7b08,mintaka,train,5c7b7b08,In what Indian city was the designer of a popular Chicago 2006 Millennium Park sculpture born?,geography,multihop,multihop,entity,single,Mumbai,1,7,True,True
mintaka_train_5ce82547,mintaka,train,5ce82547,What is the tallest building in the biggest city of Washington state?,geography,multihop,multihop,entity,single,Columbia Center,1,7,True,True
mintaka_train_5d201dc8,mintaka,train,5d201dc8,Which president of the United States was responsible for the largest land purchase in United States history?,history,multihop,multihop,entity,single,Thomas Jefferson,1,7,True,True
mintaka_train_5df2185a,mintaka,train,5df2185a,Who is the last boss Samus Aran fights in the original game featuring this character?,videogames,multihop,multihop,entity,single,Mother Brain,1,7,True,True
mintaka_train_5e6471a7,mintaka,train,5e6471a7,Who was the wife of the prime minister of England during World War 2?,history,multihop,multihop,entity,single,Clementine Churchill,1,7,True,True
mintaka_train_5eb129a5,mintaka,train,5eb129a5,Who is the spouse of the 2012 Summer Olympics 200-meter individual medley gold medalist?,sports,multihop,multihop,entity,single,Nicole Johnson,1,7,True,True
mintaka_train_5ee89c84,mintaka,train,5ee89c84,Who directed the second Lord of the Rings book?,books,multihop,multihop,entity,single,Peter Jackson,1,7,True,True
mintaka_train_5f2cedd9,mintaka,train,5f2cedd9,Who was the quarterback of the team that won Super Bowl 40?,sports,multihop,multihop,entity,single,Matt Hasselbeck,1,7,True,True
